attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,CLASS
0,0,0,0,0,0,0,0,15.6205,284.450348,210.874374,189.274933,345.137665,279.034058,360.627228,199.022614,190.939774,36.400551,291.602478,230.019562,203.494476,82.377182,255.493637,106.066017,131.855988,423.624847,188.480774,118.004234,68.876701,257.856537,271.587921,207.422272,167.943436,65,371.295044,250.667114,AN
202.081665,226.079636,123.911255,104.235313,340.343933,0,0,492.668243,69.462219,196.596039,208.432236,210.204666,0,0,386.587646,209.93808,205.431259,103.773796,0,0,281.412506,57.140179,288.376495,0,0,416.875275,237.008438,0,0,325.161499,0,0,178,0,0,0,AN
0,0,0,0,0,0,0,0,53.338543,238.834671,242.985596,195.616974,374.813293,285.700897,380.595581,211.123184,196.542618,71.693794,301.497925,266.007507,256.813171,113.296074,300.467957,148.14183,137.611771,445.970856,217.623535,137.364471,35.510563,294.049316,278.217529,244.591492,183.980972,35.510563,373.128662,263.09314,AN
165.469025,222.728531,124.326187,71.344238,342.171021,0,0,493.680054,104.651802,170.061752,47.127487,234.061951,0,0,373.021454,246.089417,201.20636,138.195511,0,0,315.570923,50.606323,309.276581,0,0,443.443359,228.527893,0,0,317.075714,0,0,177.710434,0,0,0,AN
0,0,0,0,0,0,0,0,69.289246,290.015503,277.848877,186.681549,392.103302,310.460938,370.904297,225.842865,218.08255,71.470276,314.230804,271.398224,256.312317,91.416626,282.469482,124.919975,116.107712,427.042145,219.968185,110.421921,32.649654,277.027069,278.842255,243.495377,185.224182,35.735138,374.621155,262.617584,AN
0,0,0,0,0,0,0,0,0,277.852478,277.852478,188.279053,433.706116,367.887207,364.709473,277.852478,258.520782,172.409393,411.092438,345.068115,356.60202,119.866592,319.405701,140.06427,168.961533,443.846832,246.164581,169.186295,88.232651,330.189331,344.072662,275.28894,177.775146,69.52697,358.648865,313.001587,AN
0,0,0,0,0,0,0,0,17.888544,230.705444,228.037277,190.184128,359.137848,264.614807,377.641357,189.433365,178.101089,38.275318,282.00177,247.002029,225.610291,101.390335,280.232056,136.077179,132.37825,428.721344,202.370941,135.532288,37.576588,275.601166,263.077942,233.094406,185.14859,35,362.596191,253.031616,AN
209.30838,226.002213,125.602547,0,347.932465,0,0,483.182159,55.03635,222.503937,0,203.226471,0,0,386.011658,222.991028,0,89.894379,0,0,273.366058,0,319.089325,0,0,452.092926,0,0,0,0,0,0,183.575592,0,0,0,AN
192.338242,223.224106,99.282425,0,354.739349,0,0,489.118591,65.734314,199.812408,0,215.232437,0,0,401.310364,214.23819,0,82.377182,0,0,268.955383,0,327.330109,0,0,460.600708,0,0,0,0,0,0,179.002792,0,0,0,AN
239.403427,265.030182,81.835197,0,363.232697,0,0,480.234314,67.119293,231.812424,0,192.421417,0,0,380.295929,245.446533,0,67.119293,0,0,255.362488,0,305.360443,0,0,434.355835,0,0,0,0,0,0,188.310913,0,0,0,AN
0,0,0,0,0,0,0,0,59.615433,281.204559,0,191.415771,395.479462,0,377.22406,257.153656,0,131.94696,363.111542,0,317.647614,0,309.181183,70.178345,0,409.591248,0,0,0,0,355.316772,0,179.120071,0,418.096893,0,AN
225.337524,241.074677,106.404884,125.159897,351.364471,0,0,459.967377,53.851646,213.677322,236.381042,206.021851,0,0,378.470612,206.770401,208.062485,70.774292,0,0,243.343384,47,274.548706,0,0,408.001221,223.224106,0,0,297.880859,0,0,172.629654,0,0,0,AN
259.464844,282.044312,43.416588,0,324.013885,0,0,474.258362,29.529646,232.467209,0,191.010468,0,0,371.033691,237.457367,0,72.670486,0,0,274.016418,0,354.774567,0,0,455.632538,0,0,0,0,0,0,161.012421,0,0,0,AN
280.494202,302.238312,33.541019,0,324.055542,0,0,442.905182,28.017851,257.577179,0,196.412827,0,0,385.954651,260.017303,0,30.083218,0,0,219.658829,0,340.296936,0,0,465.026886,0,0,0,0,0,0,189.644409,0,0,0,AN
0,0,0,0,0,0,0,0,15.811388,281.737457,0,191.887985,354.238617,0,380.190735,254.159393,0,18.027756,304.69986,0,206.545395,0,296.13678,73.763138,0,427.235291,0,0,0,0,315.458405,0,188.557678,0,385.011688,0,AN
0,0,0,0,0,0,0,0,35.44009,279.846375,0,201.717621,366.878723,0,385.094788,230.325851,0,15.811388,273.561707,0,199.123077,0,268.365417,103.247276,0,401.92038,0,0,0,0,283.397247,0,183.575592,0,391.031982,0,AN
227.402725,252.001984,96.767761,0,364.034332,0,0,485.538879,40.112343,241.17421,0,191.887985,0,0,371.679962,250.577332,0,178.600113,0,0,343.751373,0,346.705933,0,0,459.168823,0,0,0,0,0,0,167.287186,0,0,0,AN
0,0,0,0,0,0,0,0,56.920998,292.911255,0,202.647476,362.084259,0,381.937164,258.44342,0,74.672615,297.235596,0,253.743973,0,278.044952,120.929733,0,391.414093,0,0,0,0,278.648529,0,179.337677,0,373.466187,0,AN
250.647156,272.090057,67.89698,0,353.111877,0,0,485.741699,33.301651,241.615402,0,212.34877,0,0,393.264557,229,0,34.409302,0,0,226.612,0,316.172424,0,0,419.486603,0,0,0,0,0,0,179.902756,0,0,0,AN
200.96019,0,19.416489,240.018753,272.574768,171.292145,0,389.974365,0,212.727524,50.219517,186.453751,322.592621,0,391.706512,0,0,0,0,0,0,205.353348,280.174957,52.611786,0,434.95401,50.219517,278.172607,0,203.943619,318.127319,0,153.83432,0,379.00528,0,AN
0,0,0,0,0,0,0,0,0,250.726944,17.804493,199.970001,353.70752,0,386.529419,0,0,0,0,0,0,212.438232,265.120728,145.835526,0,387.755066,17.804493,246.781281,0,198.962311,265.544708,0,181.276031,0,370.202637,0,AN
0,0,0,0,0,0,0,0,26.076809,260.461121,267.402313,180.867355,427.229462,353.192596,360.251312,243.392685,243.944672,156.169785,391.042206,315.990509,335.489197,85.615417,295.05423,146.478668,159.699722,433.093536,237.118118,152.161102,86.122009,308.812256,326.686401,258.278931,179.387848,77.820305,365.016449,289.886169,AN
0,0,0,0,0,0,0,0,56.61272,258.379578,266.597076,188.679626,381.083984,309.095459,353.87146,232.862625,234.181549,132.230865,353.001404,277.89386,297.607117,99.924973,286.8815,141.693329,129.189789,432.00116,232.974243,140.174896,36.23534,300.148285,288.522095,259.069489,165.484131,35.383614,371.892456,277.519379,AN
197.294189,0,17.804493,125.399361,250.856537,190.876923,0,350.294159,0,240.831894,184.837769,185.647522,355.202759,0,372.5802,0,0,0,0,0,0,172.62677,239.052292,111.085556,0,380.368256,167.343964,162.75441,0,241.033188,244.460632,0,132.230865,0,368.005432,0,AN
185.002701,0,96.840073,204.215576,330.310455,0,0,437.988586,0,191.313873,33.615471,200.481918,0,0,387.640289,0,0,0,0,0,0,190.042099,296.325836,0,0,427.351135,33.015148,0,0,183.504761,0,0,150.585526,0,0,0,AN
0,0,0,0,0,0,0,0,0,226.737732,50.477718,202.249847,0,0,405.937195,0,0,0,0,0,0,179.47702,256.826782,0,0,415.030121,49.57822,0,0,201.943054,0,0,153.182892,0,0,0,AN
0,0,0,0,0,0,0,0,55.03635,273.79007,279.087799,194.494217,361.448486,0,378.34375,242.406677,258.799164,88.323273,301.479675,0,272.405945,0,272.016541,133.124008,0,383.803345,249.303024,19.646883,0,279.351044,277.872284,0,183.068298,0,379.859192,0,AN
0,0,0,0,0,0,0,0,63.953106,258.069763,239.058563,189.475586,0,0,384.105469,210.717819,210.867264,31.38471,0,0,225.887146,31.764761,283.098907,0,0,407.735199,216.041656,0,0,286.190491,0,0,185.054047,0,0,0,AN
0,0,0,0,0,0,0,0,66.370171,231.663544,239.384628,218.43306,356.545929,0,387.249268,208.710327,208.278656,83.240616,317.498016,0,253.570496,68.066147,271.89151,88.005684,0,397.412872,237.065399,118.701309,0,295.880035,327.258301,0,170.425934,0,424.00473,0,AN
238.64827,240.018753,62.817196,145.890366,297.741486,182.010986,0,430.52063,18.357559,210.237961,230.625244,183.172043,341.65625,0,373.909088,182.784027,184.02446,37.576588,253.538956,0,220.911743,99.322708,288.778473,138.361847,0,442.304199,220.229431,96.519424,0,287.235107,274.526855,0,183.504761,0,384.422943,0,AN
162.197418,0,122.482651,168.514099,284.838562,189.620667,0,428.043213,0,183.861359,167.475372,185.181,293.600067,0,387.951019,0,0,0,0,0,0,153.209015,228.875519,64.938431,0,381.75647,147.248093,126.779335,0,254.190872,271.265564,0,131.045792,0,329.037994,0,AN
0,0,0,0,0,0,0,0,0,286.295288,53.235325,206.634949,352.018463,0,402.016174,0,0,0,0,0,0,199.459274,258.031006,133.899216,0,382.827637,86.284416,221,0,204.980484,247.51767,0,118.810776,0,363.18866,0,AN
212.433517,262.047699,19.697716,167.630539,273.183075,190.876923,0,407.491119,0,216.707169,216.279907,189.67868,339.484894,0,384.294159,202.704224,216.279907,18.601076,252.485641,0,208.892319,0,261.925568,140.463516,0,396.243622,215.6409,42.44997,0,272.802124,272.662781,0,190.394333,0,389.082245,0,AN
0,0,0,0,0,0,0,0,34.058773,244.609894,0,193.458008,354.515167,0,388.485535,229.532135,0,51.865211,284.100342,0,246.829895,0,288.83905,135.181366,0,395.790344,0,0,0,0,301.280609,0,186.681549,0,400.249908,0,AN
0,0,0,0,0,0,0,0,69.339745,225,236.484665,210.204666,354.532074,0,391.582672,219.246429,215.87265,86.821655,304.612854,0,270.135162,113.039818,280.114258,132.740341,0,381.921448,259.106171,121.696342,0,314.617218,296.432129,0,184.230835,0,392.947845,0,AN
0,0,0,0,0,0,0,0,35.846897,243.312561,224.008926,189.235306,369.218079,295.655212,368.506439,208.254654,194.905106,71.112587,334.430847,268.828949,250.479538,107.354553,285.282318,151.092682,165.978912,442.847595,202.061874,166.973053,73.539108,280.028564,300.960144,233.692108,179.368332,67.26812,368.545776,266.940063,AN
143,177.138367,153.733536,155.630966,317.568878,185.924713,0,460.066315,39,178.238602,170.026474,206.089783,185.924713,0,396.046722,258.507263,158.09491,56.435802,277.218323,0,246.894714,156.719498,268.046631,15.264338,0,372.647278,239.014648,37,0,317.288513,275.878601,0,180.612839,0,314.101898,0,AN
197.063446,0,95.900993,205.294907,293.245636,0,0,430.308044,0,193.744675,17.888544,189.156021,0,0,386.674286,0,0,0,0,0,0,191.880173,285.954529,0,0,427.571045,0,0,0,190.057892,0,0,190.057892,0,0,0,AN
202.237488,215.002319,95.77578,0,346.655457,0,0,480.884613,34.438351,204.28656,0,208.434647,0,0,395.308746,212.849716,0,49.929951,0,0,237.951675,0,319.751465,0,0,452.711823,0,0,0,0,0,0,187.757828,0,0,0,AN
0,0,0,0,0,0,0,0,29.681644,228.442551,0,197.853485,0,0,395.840881,219.494873,0,57.801384,0,0,274.874512,0,346.597748,0,0,428.434357,0,0,0,0,0,0,164.222412,0,0,0,AN
0,0,0,0,0,0,0,0,17.029387,319.526215,0,203.177261,365.559845,0,393.573364,246.272202,0,18.681541,264.643158,0,208.849228,0,289.062286,139.118652,0,413.260223,0,0,0,0,278.513916,0,190.538712,0,388.10437,0,AN
0,353.967499,24.186773,181.231903,382.514038,200.35968,278.887085,458.024017,0,0,0,0,0,0,0,304.080566,250.233887,180.269241,412.671783,339.517303,345.880035,114.634201,299.789917,132.007568,167.600723,423.26825,228.078934,137.931137,93.861603,283.240173,325.854248,234.053406,155.708054,94.826157,354.189209,280.943054,AN
0,0,0,0,0,0,0,0,24.351591,261.619965,256.204987,182.784027,0,0,351.681671,261.619965,255.440796,169.84993,0,0,351.681671,101.493843,289.442566,0,0,402.548126,236.543869,0,0,316.741211,0,0,168.908264,0,0,0,AN
0,0,0,0,0,0,0,0,43.657761,263.153961,246.473129,178.370407,0,0,360.184662,243.507706,219.611023,134.766464,0,0,316.551727,91.923882,267.301331,0,0,399.141571,195.747284,0,0,291.235291,0,0,181.837845,0,0,0,AN
0,0,0,0,0,0,0,0,20.248457,242.404617,245.458755,183.412109,353.050995,265.601196,374.786621,203.061569,204.831635,59.615433,294.852509,255.221466,250.912338,87.13208,280.494202,125.419296,111.758667,437.041199,227.105698,123.004066,25.019993,294.721893,269.156097,235.847412,191.407944,18.439089,375.692688,262.047699,AN
0,0,0,0,0,0,0,0,0,281.233002,14.866069,200.96019,334.324707,0,390.881042,0,0,0,0,0,0,224.501663,276.486877,62.008064,0,411.001221,14.866069,285.63089,0,200.96019,318.01416,0,186.531494,0,390.103821,0,AN
218.506287,215.113922,93.193344,117.341385,296.001678,0,0,422.284271,52.839378,219,217.793488,194.743423,0,0,393.143738,197.230835,176.821945,35.777088,0,0,234.36084,86.371292,274.083923,0,0,402.851074,209.57576,0,0,306.471863,0,0,190.706573,0,0,0,AN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.520782,241.615402,135.591293,408.001221,341.533295,315.057129,139.430984,286.92334,173.876389,212.953049,429.252838,198.927124,199.110519,125.159897,279.517456,357.994415,241.615402,179.47702,116.387283,355.984558,262.937256,AN
147.166565,239.00209,133.003754,157.003189,327.942078,203.570633,222.991028,456.027405,168.157669,202.474686,155.293274,225.568176,202.608002,186,352.881012,370.653473,223.486023,161.913559,367.766235,292.75415,347.979889,188.600113,391.154694,102.489021,132.638611,468.676849,237.899139,123.794182,37.735924,306.138855,301.559296,264.017059,163.884109,38.013157,370.648071,272.310486,AN
0,0,0,0,0,0,0,0,54.230988,239.70816,244.198685,188.767059,375.341187,0,368.078796,208.021637,208.021637,72.615425,324.90152,0,252.115051,76.006577,266.827667,95.189285,0,400.292389,227.659836,131.673843,0,295.846252,315.074585,0,179.513229,0,403.011169,0,AN
0,0,0,0,0,0,0,0,34.539833,229.839081,234.829727,197.914124,0,0,397.555023,202.484573,199.985001,50.990196,0,0,250.599289,59.076221,285.476807,0,0,395.180969,227.881546,0,0,304.424042,0,0,178.67569,0,0,0,AN
263.007599,319.225616,21.213203,0,330.025757,200.032501,0,455.387756,0,228.177567,0,176.708801,290.853912,0,378.941956,196.824799,0,17.204651,271.742523,0,197.091354,0,268.425049,35.846897,0,408.76889,0,0,0,0,291.293671,0,179.98056,0,334.001495,0,AN
0,0,0,0,0,0,0,0,0,245.41597,53.235325,209.914261,345.302765,0,405.123444,0,0,0,0,0,0,218.837845,280.117828,100.60318,0,412.825623,52.839378,257.577179,0,209.246262,290.248169,0,156.460861,0,399.125305,0,AN
233.283096,257.048645,109,0,369.956757,0,0,511.70694,43.416588,227.782791,0,206.371033,0,0,400.281158,243.8237,0,58.008621,0,0,251.962296,0,348.565643,0,0,465.705902,0,0,0,0,0,0,179.98056,0,0,0,AN
220.077255,258.156921,137.818726,0,363.236847,0,0,491.480408,70.802544,237.345734,0,213.663284,0,0,385.647522,252.097198,0,148.030396,0,0,323.154755,0,350.629425,0,0,456.966095,0,0,0,0,0,0,175.840836,0,0,0,AN
0,0,0,0,0,0,0,0,101.55294,275.408783,0,203.105881,378.821869,0,375.682037,247.040482,0,101.55294,324.445679,0,274.167847,0,293.972778,115.108643,0,410.329132,0,0,0,0,311.361511,0,172.699158,0,410.329132,0,AN
209.811813,237.018982,117.515953,0,347.650696,0,0,496.735352,96.208107,208.254654,0,213.213501,0,0,386.757019,226,0,119.883278,0,0,295.717773,0,310.04837,0,0,435.133301,0,0,0,0,0,0,176.082367,0,0,0,AN
0,0,0,0,0,0,0,0,31.764761,294.363708,0,202.627731,379.316498,0,381.56781,253.570496,0,33.241539,299.08194,0,212.11554,0,293.383698,98.716766,0,424.251099,0,0,0,0,304.474945,0,178.94133,0,409.019562,0,AN
0,0,0,0,0,0,0,0,44.418465,237.844482,0,190.664627,0,0,376.119659,216.89859,0,76.922035,0,0,262.560455,0,294.681183,0,0,433.872101,0,0,0,0,0,0,185.647522,0,0,0,AN
192.629181,207.038651,136.308472,0,336.648193,0,0,482.298676,50.119858,204.413803,0,197.590485,0,0,381.329254,202.417877,0,65.863495,0,0,249.647751,0,314.478943,0,0,445.501953,0,0,0,0,0,0,179.688614,0,0,0,AN
0,268.029846,123.583977,136.499084,358.669769,205.679367,0,472.077332,0,0,0,0,0,0,0,267.824554,269.4086,171.128601,393.30014,0,349.161865,72.006943,299.376007,105.801704,0,393.30014,269.432739,119.1008,0,339.453979,316.45694,0,172.976883,0,394.707489,0,AN
197.570236,223.008972,158.382446,0,337.91272,0,0,475.310425,103.35376,226.812698,0,200.823303,0,0,376.19278,219.658829,0,88.14193,0,0,263.518494,0,322.121094,0,0,439.605499,0,0,0,0,0,0,175.37674,0,0,0,AN
235.762589,258,91.923882,0,347.282318,0,0,466.85437,48.548943,225.763153,0,215.232437,0,0,398.393036,235.594986,0,49.396355,0,0,233.122284,0,324.390198,0,0,440.696045,0,0,0,0,0,0,183.831451,0,0,0,AN
0,0,0,0,0,0,0,0,0,281.810211,174.562317,174.562317,340.261658,0,356.103912,201.933151,15.811388,15.811388,256.758636,0,198.725937,163.600128,252.049591,122.02459,0,387.8479,166.003006,130.391724,0,270.955719,274.590607,0,183.002731,0,389.001282,0,AN
0,0,0,0,0,0,0,0,0,254.153503,17.464249,197.395538,346.808319,0,378.359619,0,0,0,0,0,0,212.821518,293.124542,88.090858,0,427.055023,0,283.425476,0,181.969772,321.155731,0,181.969772,0,399.001251,0,AN
250.337769,252.126953,37,0,283.113037,183.324844,0,410.542328,37,241.580215,0,184.772827,345.353455,0,379.638,207.386108,0,37.94733,313.081451,0,232.723007,0,269.492126,52.23983,0,408.541321,0,0,0,0,322.223511,0,195.017944,0,366.005463,0,AN
0,0,0,0,0,0,0,0,0,219.592804,13.892444,191.85672,0,0,384.662201,197.850952,13.892444,13.892444,0,0,211.357513,203.531326,310.394897,0,0,456.320068,0,0,0,197.466446,0,0,187.408646,0,0,0,AN
0,0,0,0,0,0,0,0,49.648766,219.544983,222.829529,209.246262,0,0,381.812775,207.848495,209.296448,67.601776,0,0,240.601334,34.234486,271.140198,0,0,401.707611,216.474014,0,0,290.330841,0,0,173.092468,0,0,0,AN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.029602,246.073166,169.248337,423.774719,329.024323,348.501068,123.975807,305.851257,159.298462,175.353928,440.827637,217.554596,170.073517,83.600243,292.15921,316.115479,249.89798,170.601883,66.843102,356.707153,279.664093,AN
222.252106,228.265198,81.098709,98.325989,294.108826,0,0,404.534302,45.453274,212.8685,207.460846,189.694489,0,0,365.978149,210.466156,164.842346,77.524193,0,0,253.570496,101.118744,280.166016,0,0,416.473297,218.19487,0,0,313.847107,0,0,176.283859,0,0,0,AN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.188599,248.169296,156.237,0,0,338.338593,115.277924,302.208527,0,0,414.903595,234.087585,0,0,330.82019,0,0,155.939087,0,0,0,AN
53.814495,259.262421,151.211777,194.13913,358.357361,0,0,498.963928,217.497131,179.201004,55.569775,253.584305,0,0,356.6539,368.077423,233.383804,165.894547,0,0,343.572418,146.030823,294.893188,0,0,388.629639,239.970825,0,0,306.662689,0,0,165.894547,0,0,0,AN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.718933,247.50354,171.452621,408.280548,328.660919,337.440369,162.249802,367.642487,128.654572,159.380051,482.038391,252.335098,159.380051,52.839378,342.912537,329.621002,293.62561,166.883194,36.249138,377.385742,330.006073,AN
43.289722,289.499573,116.056023,172.235306,369.066376,0,0,488.532501,256.811218,156.310593,55.713554,288.00174,0,0,369.066376,403.476135,255.266525,179.513229,0,0,347.131104,169.729202,334.551941,0,0,394.492065,261.644806,0,0,314.302399,0,0,167.705093,0,0,0,AN
54,269.057617,46.097721,97.739449,297.053864,196.163193,182.584229,395.315063,219.986359,99.503769,43.68066,242.293213,217.816437,191.324326,348.351837,312.693146,226.629654,176.377441,383.77597,324.376312,355.326599,206.596222,390.143555,98.478424,179.546646,476.699066,198.640381,175.262665,96.213303,307.026062,337.120148,237.438416,175,103.619499,380.194702,298.224762,AN
17.088007,263.001892,111.462997,110.64357,372.786804,0,0,489.698883,223.224106,104.73777,16.40122,249.339127,0,0,368.382965,322.832764,228.809967,187.949463,0,0,361.437408,98.35141,337.34256,0,0,432.112244,261.946564,0,0,352.086639,0,0,171.642075,0,0,0,AN
45.803928,265.062256,131.48764,82.873398,368.077423,0,0,511.836884,220.056808,80.504662,47.434166,261.629517,0,0,366.957764,284.395844,238.193192,173.219513,0,0,355.354767,46.227695,327.330109,0,0,448.001129,258.118195,0,0,329.801453,0,0,175.601822,0,0,0,AN
0,0,0,0,0,0,0,0,77.336922,274.972717,0,207.68486,388.444336,0,376.109039,262.611877,0,131.94696,366.314087,0,301.61731,0,304.657196,81.301903,0,413.53717,0,0,0,0,349.692719,0,169.944107,0,421,0,AN
243.00206,268.001862,106.677086,73.006851,364.232056,0,0,495.491669,26.400757,235.592865,231.276886,201.340515,0,0,368.543091,253.12645,237.118118,165.462982,0,0,345.220215,61.392181,325.246063,0,0,436.213257,254.025589,0,0,343.47052,0,0,168.908264,0,0,0,AN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.147125,293.993195,176.920883,386.988373,0,358.848145,57.706154,302.081116,102.396286,0,380.616608,275.797028,70.213959,0,304.46347,316.30365,0,175.282623,0,386.943146,0,AN
0,0,0,0,0,0,0,0,24.04163,304.685089,0,193.204559,372.103485,0,367.375824,301.657104,0,170.487534,365.465454,0,344.942017,0,302.165527,115.37764,0,397.367584,0,0,0,0,319.307068,0,174.553711,0,401.885559,0,AN
0,0,0,0,0,0,0,0,0,289.276672,325.530334,206.545395,386.865601,0,361.906067,289.276672,294.363708,177.079071,386.865601,0,354.41925,25,295.332031,125.896782,0,388.830292,278.442108,67.26812,0,301.65213,301.026581,0,156.041656,0,385.996124,0,AN
226.355911,252.017853,146.778748,0,354.650543,0,0,486.590179,55.86591,244.761108,0,203.420746,0,0,372.977203,252.715256,0,149.883286,0,0,320.257721,0,336.964386,0,0,453.151184,0,0,0,0,0,0,170.46994,0,0,0,AN
0,0,0,0,0,0,0,0,94.62558,270.484741,0,228.326523,0,0,404.604736,287.892334,0,139.588684,0,0,319.401001,0,345.428711,0,0,416.540527,0,0,0,0,0,0,180.155487,0,0,0,AN
265.414764,301.014954,86.313385,0,398.101746,0,0,494.161926,86.683334,266.810791,0,207.183487,0,0,379.415344,285.727142,0,121.313644,0,0,294.811798,0,355.990173,0,0,470.459351,0,0,0,0,0,0,174.002869,0,0,0,AN
0,0,0,0,0,0,0,0,43.68066,352.863983,0,187.387299,373.872986,368.957977,369.033875,329.878754,0,143.923584,342.830872,296.98822,325.530334,0,305.006561,130.391724,51.107731,408.09436,0,0,0,0,285.658875,270.085175,180.499313,0,364.742371,287.179382,AN
263.609558,281.257874,15.132746,0,304.006592,177.63446,0,419.033417,67.54258,244.049179,0,182.945343,357.11203,0,368.505096,233.137299,0,67.54258,302.971954,0,253.189651,0,291.830444,95.021049,0,412.393005,0,0,0,0,304.164429,0,185.647522,0,398.061554,0,AN
228.816513,262.007629,102.927162,0,382.005249,0,0,518.160217,92.439171,241.149338,0,201.516754,0,0,396.232269,263.007599,0,78.390053,0,0,273.941589,0,372.683502,0,0,484.860809,0,0,0,0,0,0,176.821945,0,0,0,AN
295.656891,299.841614,0,0,337.072693,169.307419,0,428.851959,46.957428,284.288574,0,192.753723,370.818024,0,362.405853,276.052521,0,145.797806,343.873535,0,315.539215,0,305.655029,90.757919,0,403.011169,0,0,0,0,302.006622,0,170.188126,0,389.34433,0,AN
199.123077,232.077576,117.388245,0,348.855286,0,0,474.546112,66.400299,208.806137,0,205.455597,0,0,378.613251,224.180725,0,100.404182,0,0,273.424591,0,310.446442,0,0,426.354309,0,0,0,0,0,0,173.528091,0,0,0,AN
0,0,0,0,0,0,0,0,48.104053,284.395844,0,195.22551,0,0,381.580933,245.861755,0,50.289165,0,0,236.69812,0,297.417206,0,0,424.662231,0,0,0,0,0,0,186.935822,0,0,0,AN
0,0,0,0,0,0,0,0,0,247.493439,17,195.726852,0,0,380.864807,0,0,0,0,0,0,191.128235,268.901459,0,0,407.95343,16.124516,0,0,195.2332,0,0,179.108902,0,0,0,AN
0,0,0,0,0,0,0,0,17.492855,272.001831,0,185.172897,345.011597,305.668121,363.606934,231.248779,0,52.153618,259.43399,259.43399,230.358414,0,261.03064,143.680206,79.025314,392.66272,0,0,0,0,254.332458,254.332458,178.44046,62.201286,361.807953,278.226532,AN
193.610428,212.002365,122.800652,0,326.879181,0,0,485.687134,70.661163,210.874374,0,212.727524,0,0,392.825653,213.354172,0,88.56636,0,0,270.623352,0,305.550323,0,0,449.944427,0,0,0,0,0,0,182.167511,0,0,0,AN
242.528351,251.049789,48.052055,0,298.886261,0,0,444.014648,0,235.031906,0,191.650726,0,0,366.400055,218.888092,0,16.124516,0,0,207.735413,0,321.076324,0,0,435.697144,0,0,0,0,0,0,179.535507,0,0,0,AN
216.083313,245.293701,81.584312,217.221085,318.190186,186.903717,150.163239,445.336945,0,232.774567,166.192657,194.095337,275.726318,219.328522,387.299622,223.289047,100.90094,23.086792,298.497894,238.882813,216.011566,145.962326,294.151337,90.271812,137.568161,421.375122,156.387344,207.562042,53.15073,248.394852,308.468811,170.698563,192.823761,145.910934,398.080383,180.510391,AN
0,0,0,0,0,0,0,0,20.396078,279.406525,0,183.872238,368.610901,0,375.405121,231.872803,0,55.659679,289.249023,0,247.13559,0,270.06665,129.556931,0,397.585205,0,0,0,0,274.308228,0,190.078934,0,393.264557,0,AN
0,0,0,0,0,0,0,0,0,276.400085,15.556349,194.092758,342.654358,0,382.125641,0,0,0,0,0,0,222.697098,299.808258,92.541885,0,417.942566,0,273.426422,0,197.060898,315.077759,0,187.536667,0,408.011017,0,AN
185.010803,0,0,221.036194,230.956711,178.507706,0,354.911255,0,205.104858,18.867962,208.540161,326.259094,0,390.907928,0,0,0,0,0,0,178.843506,260.555176,107.200745,0,385.176575,19.235384,244.724335,0,189.707672,267.007477,0,170.47287,0,364.111237,0,AN
223.44574,246.032516,120.415947,0,366.2854,0,0,502.81308,83.006027,240.260269,0,193.126907,0,0,381.588776,247.477264,0,98.792709,0,0,287.179382,0,346.538605,0,0,461.556061,0,0,0,0,0,0,181.532364,0,0,0,AN
0,0,0,0,0,0,0,0,0,244.075806,83.216583,184.361053,332.338684,0,365.406616,0,0,0,0,0,0,227.694977,273.029297,95.754898,0,408.636749,66.573265,258.822327,0,184.361053,277.953247,0,117.834633,0,377.00531,0,AN
191.167465,183.174774,158.80806,22.090721,319.526215,0,0,478.357605,18.973665,205.847031,174.26416,181.069046,0,0,373.105896,183.174774,180.136063,54.625999,0,0,247.358047,0,298.211334,0,0,435.133301,190.591187,0,0,322.187836,0,0,180.3358,0,0,0,AN
195.133286,197.496841,137.673523,0,331.421173,0,0,477.956055,15.6205,205.419083,0,186.935822,0,0,388.641235,197.496841,0,32.449963,0,0,233.893143,0,299.793274,0,0,438.839386,0,0,0,0,0,0,186.62529,0,0,0,AN
259.557312,265.016968,61.846584,87.692642,354.407959,0,0,471.538971,76.922035,240.208237,217.082932,198.385986,0,0,381.708008,215.541183,209.251053,113.841995,0,0,297.015137,34.205261,300.740753,0,0,427.824738,210.097595,0,0,318.427399,0,0,180.360748,0,0,0,AN
147.275253,202.891602,132.483963,152.554901,330.945618,217.974762,0,457.97818,60.008331,221.921158,158.113876,198.456543,226.742142,0,374.005341,266.625214,169.387131,58.591808,285.702637,0,237.118118,148.569855,270.001862,119.707977,0,393.183167,222.146347,135.329224,0,312.16983,283.397247,0,178.600113,0,397.020142,0,AN
184.783661,245.686798,141.421356,108.189651,388.938293,0,0,508.067902,120.540451,148.66069,16.40122,238.447052,0,0,400.312378,249.633728,204.948776,171.746902,0,0,361.906067,17,325.576416,0,0,458.485565,217,0,0,339.228546,0,0,178.353577,0,0,0,AN
