attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,CLASS
161.533279,231.175262,164.368484,172.026154,360.467743,293.620514,166.147522,424.12381,112.004463,170.182251,153.938293,284.620789,315.927216,323.817841,380.958008,257.497559,218.586365,111.287918,394.954437,265.318665,268.001862,162.265213,356.624451,154.673843,234.522919,356.387421,296.2229,190.905731,174.269913,250.225891,384.85321,224.189651,181.32016,171.677017,332.037659,171.677017,A
167.5858,278.088104,199.123077,266.587708,421.541229,427.018738,167.764709,500.87323,110.453613,174.862808,165.746796,261.197235,400.898987,383.011749,376.8302,250.880447,210.097595,109.836243,380.284119,364.57373,229.477661,140.687592,328.566589,163.444183,242.860046,339.911743,192.93782,163.444183,168.217117,233.805481,303.270508,208.216232,180.499313,125.399361,284.073944,157.40712,A
150.416092,270.490295,158,174.183807,375.856354,297.699524,150.416092,411.0961,168.680176,189.931564,167.430588,304.540649,431.236603,337.001495,383.082245,282.391571,270.06665,158.473969,407.265259,267.824554,270.473663,146.731049,349.768494,157.003189,218.552048,360.80603,295.243958,200.883057,167.5858,250.319794,393.801971,215.807785,150.053329,166.111404,321.753021,169.499268,A
93.407707,273.941589,174.183807,324.575104,386.120453,433.259735,211.142136,446.202881,86.40023,190.790466,271.389008,252.764709,417.139069,308.228821,369.875641,245.17749,262.68042,114.634201,385.519135,244.902023,244.738632,65.969688,352.512421,153.052277,235.669266,370.63324,278.007202,125.399361,33.734257,179.479797,393.8591,205.912598,163.003067,176.920883,311.08197,163.636795,A
0,0,0,0,0,0,0,0,143.387589,198.587509,266.187897,279.028687,468.670471,430.08139,426.279266,279.932129,248.973892,162.431519,437.138428,416.773315,318.512177,110.136276,278.772308,219.009125,263.427399,353.628326,190.905731,221.269073,185.421143,254.699829,358.005585,226.909668,208.062485,168.689056,339.814667,171.143219,A
179.108902,207.646332,239.436844,0,411.004852,366.390503,179.108902,498.823608,28.653097,198.29776,0,206.247421,262.383301,258.435669,315.296692,216.621796,0,28.653097,271.060883,208.865982,201.089539,0,359.048737,139.606583,170.557907,334.964172,0,0,0,0,358.230377,207.68486,189.552109,173.216629,332.773193,175.965912,A
184.716003,299.006683,172.976883,0,370.757324,294.006805,184.716003,462.501892,143.892319,205.302216,0,289.069183,420.594818,304.001648,370.362,306.789825,0,140.911316,419.314911,265.875916,263,0,352.227203,137.557266,229.120056,364.972595,0,0,0,0,417.929413,239.82077,152.397507,112.587746,287.041809,194.65097,A
194.743423,276.146698,166.108398,38.209946,388.16748,298.107361,194.743423,424.947052,108.004631,179.788757,168.119003,283.647675,330.667511,340.072052,401.646606,247.654999,202.684479,107.935165,314.230804,269.031586,267.046814,17.029387,352.388977,151.208466,214.263855,362.09668,267.478973,167.146637,178.241409,273.760834,346.205139,229.477661,173.41568,165.060593,325.213776,196.290604,A
141.548584,227.633484,208.865982,313.440582,395.349213,403.112885,171.292145,495.380676,56.35601,196.473923,221.652878,244.724335,395.545197,331.126862,374.232544,235.512207,187.808411,54.644306,366.132477,205.182846,236.171555,162.289871,325.170715,177.65416,249.777908,342.649963,173.833252,203.835724,143.33876,182.726578,365.120514,189.763016,182.584229,193.762741,306.124146,141.286942,A
187.877625,275.771637,183.635513,0,426.24173,374.435577,187.877625,493.568634,88.588936,198.736008,0,257.619873,280.203491,279.64621,335.147736,265.480682,0,87.464279,305.800598,226.318359,223.056046,0,370.645386,129.120102,198.806442,359.694305,0,0,0,0,347.634857,213.283844,171.143219,139.742615,313.18045,171.405945,A
137.295303,251.71611,221.219345,271.66156,416.124969,416.559723,168.466614,474.647247,83.258636,192.898941,243.343384,264.909424,403.112885,283.423706,354.005646,252.003967,260.94635,82.29216,393.733398,224.439301,226.735535,31.575306,344.942017,176.119278,186.681549,304.17923,297.215424,143.279449,62.369865,183.861359,415.848541,218.89267,178.305923,165.215012,330.430023,192.815979,A
154.741714,248.213623,160.639343,178.084244,400.715607,286.33197,188.957672,482.328735,59.908264,192.4422,246.619141,246.008133,380.171021,276.972931,344.075562,235.849533,252.723175,59.640591,353.458618,209.497009,212.398209,33.955853,366.136597,144.100662,236.224472,374.257935,267.151642,116.619041,34.928497,184.699753,376.109039,193.865936,181.603958,178.709259,342.420807,187.106918,A
92.612091,268.262939,171.944763,292.166046,392.937653,433.74762,204.188644,449.657654,139.942841,212.07782,227.975876,248.163254,412.442719,398.779388,371.517151,312.270721,204.941452,137.637207,418.116028,376.94165,257.629578,161.616837,346.092468,185.270081,256.222565,394.312073,166.207703,199.584564,189.994736,201.853912,322.181641,235.478241,200.412079,124.454811,292.801971,168.860886,A
217.26712,294.042511,89.6772,213.653931,362.249908,271.182587,217.26712,396.727875,106.25441,198.010101,245.081619,276.82666,436.405762,387.082672,398.177094,269.536652,221.984238,105.801704,388.603912,364.387146,247.347931,154.780487,341.287262,171.049698,248.557846,387.743469,159.477264,201.910873,162.926361,190.937164,341.53183,210.237961,184.176544,158.858429,347.519775,161.607544,A
53,242.942383,173.530975,282.028381,349.177612,424.646912,191.415771,447.794586,106.850365,198.539673,217.816437,236.545975,406.97052,371.109161,399.515961,274.803558,186.761887,106.329674,381.095795,354.290833,254.827393,155.913437,331.670013,199.612122,254.200714,402.226318,159.138306,209.423019,178.465683,219.317123,357.660461,211.520691,201.556442,155.913437,341.315094,153.375351,A
174.416168,264.457947,133.461609,203.35437,381.937164,295.893555,180.024994,420.700592,142.579803,191.128235,174.4133,287.40564,434.397278,352.567719,372.601654,282.200287,247.111313,141.823837,406.97052,247.51767,251.795547,151.119156,360.668823,187.877625,272.946869,345.973999,236.171555,210.059509,172.307861,232.774567,412.681488,210.418625,174.470627,171.470108,318.397552,161.901199,A
113.216606,250.059998,202.714081,304.236755,390.020508,431.64801,167.26326,467.129547,82.855293,206.787323,221.551346,239.82077,421.858978,377.720795,370.1297,254.096436,182.649933,81.541397,391.369385,353.956207,232.260635,137.71347,325.812836,186.938492,234.804169,352.434387,174.562317,218.588654,186.938492,190.779984,353.865784,219.73848,195.494247,165.746796,334.773071,169.070984,A
26.925823,250.4496,181.099426,186.429611,305.668121,345.469238,196.37973,414.189575,55.443665,174.071823,150.332962,265.04718,335.07312,341.989777,394.129425,201.950485,172.791779,55.443665,284.015839,235.747742,229.368698,32.015621,351.732849,144.69278,208.655212,330.334686,222.272354,161.446579,168.315186,244.403351,336.154724,217.800369,190.515091,167.943436,327.12384,174.771286,A
26.419689,233.548706,186.010757,190.672501,309.103546,465.679077,207.771515,405.842346,76.576759,177.138367,177.138367,267.067413,459.200378,339.795532,383.356232,218.798996,218.798996,76.419891,397.451874,226.991196,225.079987,135.340317,338.332672,168.884583,221.298447,308.301788,277.89386,202.8004,176.502121,246.657654,393.970825,193.196793,171.723618,185.776749,315.570923,181.727814,A
156.732254,265.152771,118.139748,216.178162,339.284546,327.441589,156.732254,454.158569,124.887947,153.443802,208.124969,220.517578,338.54541,379.158264,419.004761,294.008514,171.746902,124.887947,420.972687,247.196274,284.395844,175.413803,325.530334,231.077911,297.800262,379.885498,144.128418,248.219666,136.235092,194.671524,354.197693,234.610321,229.856476,179.35997,295.526642,114.354713,A
189.274933,286.225433,107.224068,273.212372,376.94165,302.517761,201.295807,459.593292,85,213.00235,205.104858,201.556442,389.974365,310.54306,360.456665,270.835754,160.723358,84.219948,380.52594,216.189728,250.007996,192.317444,335.657562,214.149475,283.480164,410.019501,168.860886,222.319595,160.701584,213.58136,373.840881,208.865982,219.783981,190.26297,343.110779,171.842957,A
194.833267,249.353165,167.630539,284.290344,365.662415,311.448242,194.833267,433.549316,54.817879,256.534607,239.643478,236.603043,418.240356,367.39624,360.180511,248.805145,192.509735,54.56189,373.439423,344.24411,203.039398,167.035919,296.379822,176.708801,228.809967,373.42334,165.411606,195.133286,165.423691,192.574661,364.694397,228.827438,160.449371,164.754364,332.579315,167.871979,A
196.786682,308.609772,157.079605,274.401154,408.267059,307.167694,196.786682,423.851379,111.82576,265.377075,254.169235,250.199921,428.967377,396.536255,348.832336,295.330322,215.232437,111.413643,416.838104,376.279144,227.37854,156.416107,345.081146,184.352921,233.950851,376.30307,169.18924,199.529449,168.908264,180.113846,340.013245,230.512466,187.771133,135.944839,305.250702,169.307419,A
0,0,0,0,0,0,0,0,84.599052,213.046936,236.211777,260.230652,396.429047,350.051422,352.059662,279.014343,185.442719,55.470715,360.173584,327.110077,190.055252,179.471451,353.624084,138.105026,224.971115,371.732422,180.886703,182.833252,151.158859,156.626938,352.164734,217.204971,173.458923,162.388428,319.494904,164.754364,A
156.540726,279.866028,188.798828,293.231995,393.498413,414.797546,156.540726,485.869324,123.369362,191.846298,231.077911,254.678223,398.020111,290.594208,311.102875,294.742249,237.002106,118.06778,430.153473,225.06221,228.01973,127.882759,332.661987,193.186432,246.343262,352.695343,239.152664,193.829819,130.728729,165.196854,432.980377,222.146347,174.54512,172.130768,349.452423,177.369675,A
184.054337,329.423737,188.279053,288.99826,412.339661,341.341461,184.054337,493.447052,145.835526,255.548431,256.03125,241.580215,428.337494,318.248322,391.051147,323,230.835434,142.523682,433.02887,252.794388,296.168884,135.793961,340.766785,193.77565,247.891098,335.393799,171.058472,202.940872,121.457809,194.17775,346.701599,211.454483,190.252457,175.262665,289.338898,114.157784,A
176.51062,226.991196,205.572372,267.200287,401.214417,397.061707,199.210938,490.764709,27.784887,167.839203,167.839203,226.241028,352.881012,289.108978,340.602417,185.348328,185.348328,28.653097,333.402161,191.366135,192.093735,101.833199,324.336243,130.003845,227.402725,322.373993,238.170105,130,148.189072,228.600082,365.629608,191.02356,179.011169,84.202141,245.936981,176.139145,A
198.645416,287.570862,124.036285,281.513763,384.584198,300.059998,201.695313,427.983643,85.883644,213.600098,202.252319,208.580917,395.050629,323.834839,351.647552,267.591095,161.012421,114.947815,378.359619,212.11554,235.172272,181.32016,341.69577,201.935638,270.203613,377.180328,148.66069,235.800766,149.816559,174.928558,344.920288,200.823303,205.299774,193.080292,337.349976,166.721329,A
139.520615,202.60553,191.6716,300.193268,342.211914,379.00528,172.307861,484.905151,30.675724,224.770996,206.390411,203.482193,358.710175,304.310699,357.777863,240.636658,162.237488,30.083218,338.998535,198.979904,239.13385,176.139145,357.435303,162.742126,249.609695,359.022278,179.069824,196.865433,145.464767,194.987183,368.773651,208.48262,191.324326,181.069046,294.613312,128.763351,A
127.906212,276.383789,188.862381,0,404.293213,347.794495,183.806961,455.244995,92.612091,217.910538,0,261.938934,296.195892,300.001678,346.14447,286.754242,0,93.621582,316.436401,232.441391,227.178345,0,387.92395,144.931015,233.025757,368.057068,0,0,0,0,355.620575,237.766693,178.160034,176.739929,322.223511,160.850861,A
24.413111,233.822586,200.449493,311.271576,312.878571,448.13501,183.349396,443.198608,78.77182,226.832535,247.67923,239.265549,430.512482,347.864929,409.762115,269.584869,191.880173,79.056938,377.830658,219.36499,273.309357,137.233383,318.147766,172.539856,234.266937,346.989899,173.184875,190.412704,124.193398,191.63768,341.526001,212.136749,194.03093,180.205444,297.437378,146.085587,A
112.507774,289.918945,186.868942,0,400.715607,336.269226,177.710434,455.281219,115.394974,236.915604,0,268.039185,283.01944,290.062073,353.118958,328.37326,0,111.516815,317.288513,239.835358,234.36084,0,388.146881,174.384628,227.969299,384.03775,0,0,0,0,355.562927,212.219223,161.793076,178.549713,321.076324,171.327179,A
176.705963,238.302322,132.185471,231.233643,350.442566,287.758575,176.705963,372.667419,80.802231,275.28894,241.853256,244.910187,429.439178,365.695221,361.088623,267.134796,206.286209,80.156097,367.720001,344.7724,212.021225,161.623016,311.451447,164.012192,222.679138,362.707886,171.058472,201.40506,157.54364,155.36087,365.206787,213.300262,170.188126,159.24823,342.10672,159.452194,A
209.121979,246.292511,119.436172,231.225006,356.886536,281.348541,209.121979,398.469574,54.037025,245.122421,224.182968,206.455811,410.463165,361.658691,345.441742,254.672333,169.319229,53.263496,374.994659,338.280945,197.253647,165.894547,320.407562,188.223267,249.098373,380.315643,164.468842,219.968185,172.455795,189.907867,372.800201,214.394501,165.921661,165.894547,353.009918,135.074051,A
171.283386,0,220.655838,0,365.902985,387.186005,194.19577,464.723572,0,219.535873,0,195.041016,360.161072,266.067657,312.195465,0,0,0,0,0,0,0,295.426819,133.600143,212.454697,347.85199,0,0,0,0,326.013794,167.299133,167.299133,157.175064,323.797791,173.349365,A
119.201508,239.520355,193.018127,0,359.089111,349.012909,210.3806,446.806458,29.15476,233.805481,0,219.207657,279.715942,286.342438,339.86026,255.313538,0,59.16925,270.739716,211.435562,210.152328,0,376.96817,148.060791,231.76712,367.729523,0,0,0,0,350.475403,214.848785,170.155807,176.567261,323.047974,158.240326,A
85.755463,256.400085,197.040604,343.4021,341.976593,403.001251,199.822418,416.646118,56.603886,234.48027,235.535553,234.068359,381.284668,296.951172,338.892303,260.66452,195.143539,56.859474,350.184235,195.143539,191,141.795624,322.615875,138.191895,202.940872,363.67569,150.163239,184.70787,71.344238,150.163239,341.884491,185.698685,165.801086,171.8284,331.645905,170.188126,A
108.166542,222.353317,189.889435,306.882721,357.102234,422.547028,166.41214,470.95224,55.946404,239.069031,227.844238,213.621155,411.821564,323.360474,373.062988,268.197693,182.164764,54.708317,366.994537,202.388245,239.008362,171.842957,338.740326,183.403931,237.118118,367.034058,176.229965,204.364868,140.246216,183.469345,364.946564,190.829773,196.824799,188.621307,335.381866,141.99295,A
154.72879,332.338684,167.430588,228.877701,366.284058,361.60199,154.72879,457.831848,178,184.621231,154.505661,255.978516,314.340576,337.965973,388.908722,289.084778,212.417038,173.104019,379.890778,311.451447,265.126373,73.979729,232.699371,169.295593,177.673859,301.272308,205.119476,189.171875,136.693085,229.923904,312.929718,180.421722,135,137.437256,250.697021,147.573715,A
170.038239,277.218323,182.002747,217.340744,330.45575,369.597076,193.15538,433.401672,117.885536,224.877747,162.984665,246.270172,345.023193,328.347382,375.659424,292.535461,210.440018,116.211014,352.618774,306.104553,256.126923,144.533737,311.826874,174.951416,184.629364,355.077454,190.918839,221,109.343498,217.830215,353.209564,170.672195,157.098694,146.112976,332.951935,146.986389,A
154.951599,334.152649,180.853531,244.182312,408.765228,330.054535,188.215302,511.277802,146.741272,189.528366,150.572235,238.13652,362.608612,344.308014,377.921936,298.827698,199.832428,146.263458,398.197174,326.810333,253.671051,164,347.040344,191.175308,238.304428,384.707672,205.060974,234.269073,142.003525,230.512466,407.590485,200.249847,158.221359,175.385284,348.472382,170.155807,A
175.934647,320.039063,178.474091,212.249847,354.684357,352.956085,179.067032,457.839478,180.753983,204.129868,155.589203,297.397034,375.011993,330.945618,352.455658,336.005951,262.667084,174.874237,442.651093,262.392822,264.272583,142.863571,346.355316,178.272263,277.521179,332.290527,253.071136,231.924561,166.012054,227.798157,430.16275,228.711609,153.84407,138.191895,289.083038,163.049072,A
181.796585,270.769287,218.009171,256.632019,382.498352,366.191193,181.796585,510.971619,89.050545,189.409607,170.882996,212.461761,374.172424,343.169067,356.103912,259.110016,178.907791,87.658424,374.037445,306.124146,241.698166,145.526627,319.90155,174.656799,210.278381,354.407959,172.409393,237.539474,136.400146,206.371033,386.649719,214.618271,147.627914,156.003204,337.51593,158,A
160.853973,290.408325,214.888336,232.690781,411.831268,355.225281,181.837845,471.666199,110.941429,183.575592,183.575592,254.654663,354.752014,303.318329,348.041656,260.276764,240.933594,138.69751,385.78363,240.276917,243.00206,122.711044,347.023041,182.332108,219.426529,288.118042,250.139954,198.156509,141.198441,239.00209,397.498413,200.322235,145.244614,119.67038,283.677643,170.011765,A
190.276108,254.34819,184.743057,278.485199,422.522186,373.012054,190.790466,498.514801,63.560993,180.024994,231.501617,235.847412,394.224548,274.104004,327.835327,227.694977,246.829895,65.192024,395.126556,201.613495,194.94101,66.407829,355.658539,194,258.862885,366.174835,253.071136,154.304886,69.856995,187.416641,434.41571,217.830215,169.434357,200.024994,324.499603,164.003052,A
166.676331,317.63028,200.112473,157.835358,372.828369,348.621582,166.676331,470.94162,152.689224,237.008438,176.502121,269.081787,425.338684,300.958466,365.820984,338.309021,286.295288,150.083313,446.085205,267.172241,255.812424,118.190521,355.787872,207.966339,227.37854,355.373047,301.57254,229.836899,162.996933,246.343262,440.827637,233.032181,179.368332,212.190948,313.576141,168.240906,A
163.217651,281.703735,208.865982,250.639175,395.284698,348.51828,163.217651,523.748047,119.954155,199.461777,164.304596,251.01593,380.821472,375.089325,355.883423,285.580109,217.451141,117.324333,398.720459,355.373047,247.695374,173.833252,345.249176,193.313217,221.515244,377.402954,191.817627,252.794388,147.827606,221.65062,396.273895,220.537979,166.373077,151.558563,337.083069,150.651917,A
161.533279,303.136932,196.573135,264.168518,421.432068,351.832336,161.533279,483.587646,144.059021,211.151611,135.351395,286.504791,363.17627,282.255219,341.669434,298.171082,211.142136,140.089264,404.665283,275.726318,270.203613,107.200745,356.433716,165.30275,190.536087,303.423798,290.663025,212.758072,157.289536,219.426529,404.030945,237.170822,171.143219,132.936081,292.15921,179.780426,A
157.813187,313.805664,180.679276,250.990036,400.821655,363,157.813187,475.386169,156.016022,193.871094,161.987656,255.634506,397.644318,275.495911,320.657135,317.529541,254.332458,151.211777,427.488007,233.019318,233.019318,112.680969,353.02124,211.463943,225.499451,341.92688,292.499573,238.379944,152.85614,224.899979,428.79599,219.456146,174.24408,191.128235,306.132324,178.932953,A
166.0271,318.549835,274.657959,282.065582,410.025604,433.195099,166.0271,521.138184,153.951294,206.552658,190.947632,259.717163,420.286804,314.014343,383.835907,278.289429,240.052078,152.121658,418.08371,251.543243,273.212372,73.061615,228.319946,166.928131,171.283386,276.153931,200.571686,166.928131,152.108521,234.968079,272.415131,222.800354,192.333038,63.387695,247.347931,170.073517,A
141.209061,292.001709,162.30835,0,369.671478,336.168121,143.586212,465.413788,158.382446,186.034943,0,293.102356,296.001678,296.001678,373.35907,325.153809,0,156.722687,322.051239,269.668304,267.088013,0,365.568054,173.925278,197.002533,360.199951,0,0,0,0,341.153931,232.544617,164.760437,183.934769,338.427246,189.17981,A
