@relation 'AT: Zones9_15k-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.228attr_32-0.225attr_13-0.216attr_20-0.211attr_2-0.202attr_12... numeric
@attribute -0.326attr_18-0.275attr_17+0.269attr_8+0.255attr_3-0.249attr_21... numeric
@attribute 0.315attr_15-0.29attr_31+0.289attr_1-0.273attr_34+0.263attr_12... numeric
@attribute 0.337attr_5-0.3attr_14+0.299attr_23+0.285attr_2-0.277attr_13... numeric
@attribute -0.335attr_10+0.307attr_36+0.302attr_33-0.294attr_13+0.283attr_32... numeric
@attribute 0.439attr_26-0.292attr_6+0.288attr_25+0.287attr_10-0.271attr_28... numeric
@attribute -0.489attr_27-0.301attr_29-0.281attr_30-0.254attr_28-0.237attr_11... numeric
@attribute 0.346attr_32-0.327attr_30+0.305attr_23+0.289attr_12-0.28attr_17... numeric
@attribute '-0.356attr_7-0.347attr_25+0.346attr_33+0.329attr_35+0.29 attr_30...' numeric
@attribute 0.445attr_9-0.344attr_27+0.311attr_29-0.284attr_11+0.262attr_22... numeric
@attribute '-0.445attr_1-0.352attr_33-0.344attr_22+0.302attr_9+0.27 attr_36...' numeric
@attribute '0.47 attr_24-0.363attr_34+0.354attr_1-0.336attr_3-0.278attr_11...' numeric
@attribute 0.638attr_36-0.461attr_34+0.325attr_22-0.234attr_25+0.174attr_19... numeric
@attribute 0.604attr_3-0.344attr_24+0.303attr_29-0.27attr_11-0.233attr_7... numeric
@attribute -0.453attr_11-0.388attr_33-0.284attr_24+0.262attr_9+0.223attr_12... numeric
@attribute -0.714attr_18+0.272attr_9+0.224attr_16+0.203attr_1+0.183attr_19... numeric
@attribute 0.356attr_33+0.273attr_24-0.273attr_16+0.268attr_36-0.259attr_8... numeric
@attribute CLASS {A,AA,ADA,AN,BA,BHA,BI,C,CH,CN,DA,DDA,DDH,DHA,DRA,E,EN,G,GH,HA,I,II,JA,JH,K,KH,KT,LA,MA,MN,MSA,NA,O,OI,OU,PA,PHA,RA,RI,S,SA,T,TA,THA,TTA,U,UN,UU,Y,YA}

@data
1.083322,-0.95989,1.826909,1.328696,-1.800419,0.331133,-0.29828,-0.29619,3.737973,-1.922625,-0.763756,1.044546,-0.546591,0.043832,-0.459114,0.467101,-0.395556,AN
-2.42865,-1.12677,0.768101,1.15369,1.24675,1.545638,0.042142,0.075193,1.206948,-1.120768,0.760779,-0.272082,2.139634,-0.576512,1.365822,-0.16459,0.143994,AN
1.627005,-3.280142,-3.399725,-0.436802,2.804201,2.232809,-0.527369,-0.534655,0.82052,-1.606483,0.643413,0.831119,1.625524,0.145203,0.377737,-0.050319,0.938521,AN
-0.411349,-2.305867,-0.137353,-2.619449,0.159965,3.460673,-1.338038,0.335281,1.583885,-1.070658,0.767007,0.062096,1.742827,-0.537465,-0.233753,0.091543,0.513176,AN
0.615754,-1.945222,-0.102699,-2.837918,-0.110597,3.088918,-1.029647,0.662101,1.433702,-1.335618,0.657571,-0.010409,1.269604,-0.104503,-0.392131,0.745992,0.255515,AN
2.850882,-1.656637,3.828927,2.712478,-0.564436,1.933763,-0.667533,-0.499701,2.486284,-1.105567,-0.58585,0.773213,-1.470532,0.099533,0.147967,0.308808,0.209637,AN
-0.098899,-2.277744,-0.130733,-2.588453,-0.011043,3.272078,-1.291983,0.578414,1.723154,-1.372181,0.840902,0.116051,1.555893,-0.587448,-0.551666,0.330936,0.558853,AN
3.03334,-2.062482,3.165247,3.036573,-0.167431,2.021624,-0.039285,-0.342306,2.521093,-0.259636,-0.330258,1.196138,-1.548631,0.421907,1.183697,0.060884,0.32668,AN
-0.180725,-2.57291,0.259741,-2.735146,-0.206214,3.243324,-1.215099,0.61289,1.699091,-1.642842,0.916633,-0.19563,1.507911,-0.418275,-0.686069,0.51892,0.455571,AN
-1.518692,-2.996692,-0.491587,-2.956113,0.446936,3.457195,-1.623297,0.145681,1.222283,-2.155415,0.491426,0.036852,1.692632,-0.105231,-0.531906,-0.693391,0.211388,AN
0.483422,-1.98495,-0.119699,-2.631233,0.001263,3.130474,-1.192053,0.746307,1.680043,-1.314209,0.719837,0.164607,1.509192,-0.46113,-0.706365,0.571329,0.521156,AN
4.430438,-1.549511,2.78395,2.120971,-1.393062,1.883617,2.913877,1.372957,1.276007,1.068434,-1.324531,1.2315,-0.940279,0.49514,0.530246,0.19328,0.321403,AN
4.483658,-1.605782,2.776056,2.041397,-1.296215,1.843275,2.826475,1.412617,1.336281,1.229336,-1.180377,1.275713,-0.920793,0.183855,0.592651,0.249712,0.169691,AN
4.403003,-1.60137,2.934661,2.094569,-1.407122,1.723081,2.918892,1.345431,1.158701,1.096576,-1.506606,1.513782,-0.801917,0.236153,0.556494,0.709488,0.322905,AN
3.564458,-3.189523,-0.608349,-1.174329,-2.458372,2.123072,2.503603,1.645468,2.699183,0.321553,-1.034387,0.774718,0.024649,-0.075481,0.380447,0.121195,-0.862938,AN
2.979221,-1.492883,3.991015,2.567089,-0.819766,1.762556,-0.689788,-0.384197,2.25198,-1.278936,-0.696436,0.767382,-1.326412,-0.035739,-0.153103,0.677219,0.1921,AN
4.483246,-1.675443,2.821198,2.04622,-1.463158,1.885359,2.880195,1.342697,0.950939,0.760502,-1.720022,1.84106,-0.690022,0.065177,0.700449,0.638743,0.00541,AN
4.428211,-1.475379,2.961288,1.982533,-1.564894,1.959521,2.811813,1.502873,1.008205,0.840898,-1.859202,1.943585,-0.59653,0.075242,0.509205,1.294889,0.185696,AN
4.14479,-2.332947,-0.476315,-1.204767,-2.469539,2.288864,2.151456,1.919898,2.59066,0.424552,-0.814615,0.841205,0.092772,-0.039545,-0.114214,1.184738,-0.763659,AN
4.176569,-2.247246,-0.370631,-1.358507,-2.561973,2.163884,2.146872,1.824809,2.534864,0.526131,-0.612446,0.945297,0.004963,-0.222084,-0.102124,1.123443,-0.487526,AN
4.159988,-2.114605,2.743568,2.333747,-1.37033,1.967358,3.135204,1.19529,1.070877,0.721188,-1.733819,1.508844,-0.939778,0.360264,0.884137,-0.663595,0.092481,AN
3.900043,-2.699584,-0.398945,-1.213545,-2.634965,2.206447,2.304256,1.63424,2.427942,0.498442,-0.657323,1.033814,-0.064852,-0.313031,0.040788,0.573695,-0.438238,AN
4.530294,-1.376463,3.010938,1.958743,-1.503266,1.714384,2.785326,1.520965,1.085198,0.97514,-1.568669,1.659877,-0.706489,0.223719,0.505312,0.97577,0.19627,AN
3.174054,1.449669,0.635719,0.070325,-2.4207,0.279534,-0.34282,0.442578,3.058112,0.638717,-2.577279,1.018284,0.929003,-0.616,0.725937,0.34539,-0.374603,AN
4.18046,-0.260693,-0.906299,-1.558659,-2.737371,2.066803,-0.465647,0.707817,2.940797,1.301038,-1.679485,0.951276,0.567656,-0.858715,0.427818,0.555922,0.445258,AN
-1.072011,-2.923145,-0.397717,-3.019155,0.378577,3.164071,-1.364891,0.249445,1.319845,-1.995845,0.667617,0.106453,1.287188,-0.199114,-0.560868,-0.446002,0.302813,AN
-0.462993,-2.86386,-0.097265,-2.633429,0.041254,3.167645,-1.329982,0.319657,1.556333,-1.86111,0.92545,0.018237,1.602752,-0.455774,-0.427735,-0.200821,0.471031,AN
3.030417,0.964102,1.255221,-0.314929,-2.666281,0.724753,-0.984435,0.630929,2.989783,-0.642666,-1.476365,1.328412,0.216779,-0.727594,0.277022,0.481369,-0.14563,AN
5.150588,0.723626,2.716205,1.801415,-1.439485,1.888511,0.132372,0.653572,1.442161,1.092975,-1.831265,0.34547,0.172778,-0.115735,0.269239,0.410875,-0.14943,AN
6.060587,-1.087292,1.37353,-0.170458,-1.59471,3.197746,-0.557741,0.673397,1.499743,1.249902,-1.011763,0.106415,-0.098688,-0.4545,0.231618,0.855501,0.07408,AN
2.183173,-3.296227,0.593209,-0.908741,-1.973673,2.406927,-1.190813,0.106045,3.685888,-2.298914,0.365128,0.796872,-1.056628,-0.699146,-0.694309,0.80086,-0.301825,AN
4.355849,-2.922192,2.251213,0.305162,-1.036044,3.356829,-1.710609,-0.060065,2.332026,-0.917244,0.158224,0.064626,-1.398889,-0.549957,-0.543369,1.26173,0.244154,AN
2.166519,-2.915393,0.131347,-1.023058,-1.963217,2.090155,-1.475355,-0.041931,3.932703,-1.568166,-0.162133,0.544594,-0.588895,-0.687358,0.020969,0.740122,-0.439855,AN
1.093202,-0.486386,1.627671,1.155934,-2.021446,0.664307,-0.286803,-0.239365,3.653836,-1.808798,-1.015851,1.711613,-0.327727,-0.461168,-0.431352,0.808158,-0.215567,AN
3.302205,1.30586,1.495661,0.304514,-2.201595,0.529629,-0.678747,0.582877,3.154775,-0.380981,-1.03477,0.578109,0.024867,0.044123,0.043495,0.210016,-0.399884,AN
4.166803,-0.344319,-0.545613,-1.563272,-2.989216,2.126772,-0.92775,0.659493,2.714245,0.667437,-1.14293,0.906613,0.391943,-0.720971,0.796257,0.549116,0.133278,AN
1.454072,-0.908832,1.833436,0.836882,-1.668302,0.404656,0.048452,0.041073,3.60885,-2.172671,-0.4865,2.012737,-0.621534,-0.530199,-0.811008,1.18836,-0.470068,AN
4.021143,-2.462312,-0.605996,-1.255729,-2.432813,2.101901,2.269664,1.766252,2.582126,0.443781,-0.639466,1.152632,-0.050321,-0.428234,-0.174113,0.667536,-0.457061,AN
1.980188,-2.856974,0.03367,-0.779122,-2.005315,2.266855,-1.780367,-0.258862,3.893239,-1.480154,-0.230611,0.718825,-0.552922,-0.926353,-0.090891,0.630746,-0.103447,AN
-0.181247,-2.095768,-0.530061,-2.849466,0.064981,3.117578,-1.241212,0.466264,1.408052,-1.227749,0.661517,0.184209,1.373077,-0.437716,-0.509395,0.323758,0.497034,AN
1.687088,-0.728287,1.776663,2.015283,-1.297233,0.93478,-0.491806,-0.31805,3.703059,-0.9633,-0.706356,0.246103,-0.273913,0.549364,0.104275,0.494069,-0.763878,AN
5.17723,0.734743,2.673205,1.698622,-1.294523,1.987936,0.400907,0.590777,1.554095,1.300425,-2.204091,0.372888,0.22543,-0.072318,0.039972,0.540941,0.081939,AN
4.65771,-1.366522,2.739867,1.946874,-1.298328,1.860949,2.729855,1.536293,1.309425,1.103847,-1.304507,1.349806,-0.844369,0.272954,0.3705,0.573475,0.188489,AN
5.836746,-2.737641,1.154499,0.133475,-1.538709,3.078033,1.556364,1.425954,1.130759,1.156875,-0.70118,0.468133,-0.693027,-0.30461,0.073085,0.430634,-0.035505,AN
3.990542,-2.164249,-0.456432,-1.308295,-2.739017,2.422517,2.182037,1.897571,2.519271,0.399688,-0.657913,1.186306,-0.015144,-0.281346,-0.259705,1.015478,-0.409333,AN
-0.060279,-1.043834,-2.163341,2.282378,3.523521,0.032748,0.658288,-0.744281,-0.03192,-1.771271,0.657806,0.450973,1.498621,-0.855598,0.633624,-0.398008,-0.120241,AN
3.820218,-3.703741,2.006062,0.78177,-0.96234,3.677785,-1.90727,-0.744087,2.189616,-1.483107,-0.498658,-0.062817,-1.322327,-0.601279,-0.134523,-0.346461,0.113027,AN
4.08078,-3.427495,2.053139,0.538358,-1.046469,3.555126,-1.538316,-0.562835,2.160594,-1.02111,-0.515946,-0.123264,-1.223198,-0.650547,-0.335936,0.039341,0.205485,AN
0.313621,-2.33266,0.068761,-2.508861,0.164624,3.201845,-1.27412,0.670552,1.926413,-1.729348,0.831479,0.14267,1.595049,-0.365089,-0.700774,0.457165,0.513376,AN
4.114176,-0.313265,-0.883448,-1.547143,-2.642102,2.094834,-0.611115,0.760099,3.149951,1.419735,-2.140679,0.458393,0.735416,-0.497498,0.822699,0.71431,0.154982,AN
3.181827,-1.265565,3.782282,2.315546,-0.843172,2.048969,-0.771558,-0.376271,2.310703,-0.907883,-0.987439,0.696979,-1.082204,-0.095292,-0.229012,1.061572,0.283142,AN
1.450583,-2.59143,-3.927299,-0.561794,2.476425,2.272536,-0.836215,-0.568848,0.530674,-0.844697,0.154378,0.863469,1.277746,-0.175224,0.109991,0.076769,1.175968,AN
-2.363018,-0.906569,0.832173,1.316869,0.814701,1.439931,0.200042,-0.126897,0.96396,-1.274834,0.569508,-0.280725,1.851237,-0.368815,1.154229,-0.133191,0.253488,AN
2.226004,-2.795687,0.027656,-1.026868,-2.014985,2.127616,-1.477197,-0.145052,3.871896,-1.576529,-0.327404,0.560823,-0.527557,-0.659733,-0.240316,0.837272,-0.332168,AN
4.35761,-2.917366,2.183473,0.368545,-0.901127,3.373903,-1.864443,-0.133314,2.356226,-0.999737,-0.035713,0.107852,-1.327453,-0.569223,-0.436,0.886788,0.138353,AN
3.174063,-0.996856,1.392215,0.690389,-2.113565,0.336296,3.473731,1.761055,2.301258,0.168089,-1.682067,2.177704,0.042113,0.385863,0.371758,1.316288,-0.650236,AN
4.044288,-0.286485,-0.766782,-1.561271,-2.73385,2.090854,-0.861864,0.69218,3.092369,1.027657,-1.615788,0.650459,0.5779,-0.785566,0.733059,0.581679,0.071621,AN
4.346613,-1.341379,2.906358,2.249567,-1.467431,1.910949,2.919308,1.487052,1.242728,1.03571,-1.393438,1.473506,-0.833712,0.413545,0.532089,0.606229,0.148738,AN
4.049983,-1.903134,2.860166,2.417419,-1.483844,1.943089,3.124701,1.264592,1.222031,1.013725,-1.419565,1.253731,-1.005819,0.55407,0.819232,-0.354153,0.278267,AN
3.644167,-2.921772,-0.515921,-1.215458,-2.632523,2.092413,2.416248,1.561374,2.590784,0.607885,-0.569601,0.943757,-0.063179,-0.403292,0.334014,0.418997,-0.509371,AN
4.303663,-1.847285,2.886147,2.138069,-1.367444,1.70954,2.995799,1.207157,1.251697,1.234432,-1.226183,1.211066,-0.989661,0.310157,0.777204,-0.016791,0.35404,AN
3.971726,-2.358085,-0.50099,-1.296233,-2.64952,2.282657,2.22019,1.847189,2.589003,0.416834,-0.683107,0.952543,0.059447,-0.158544,0.010174,0.992099,-0.681802,AN
5.817522,-2.82728,1.189229,0.08523,-1.446781,3.008095,1.628315,1.325104,1.182895,1.218174,-0.794107,0.415417,-0.746194,-0.31006,0.028471,0.338783,0.20759,AN
4.651486,-1.357343,2.67675,2.027114,-1.362011,1.836225,2.80117,1.408808,1.300321,1.119118,-1.135463,1.105894,-0.942091,0.552456,0.396619,0.343784,0.313365,AN
2.501347,-1.874849,-1.412785,3.406307,0.684862,-0.066339,0.006751,-1.193156,3.633363,-1.398005,0.270643,1.28129,-0.701472,0.487123,0.068937,-0.646304,-0.75257,AN
4.377043,-1.547685,2.785676,2.177369,-1.556889,1.826407,2.912737,1.272193,1.275123,1.298594,-0.990575,0.948374,-1.006843,0.657626,0.628616,0.280204,0.4751,AN
4.467627,-1.438541,2.924493,2.029907,-1.491279,1.80492,2.805278,1.49417,1.180618,1.079275,-1.41669,1.48454,-0.786874,0.307099,0.513533,0.7826,0.264257,AN
3.044074,-1.511603,-0.317831,-1.109003,-2.338299,2.556815,-0.965453,0.31439,3.442826,-0.504052,-1.098804,0.71832,0.163418,-0.659844,-0.290479,0.967297,-0.381126,AN
4.140078,-0.284043,-1.063992,-1.56351,-2.711972,2.034341,-0.41601,0.827637,3.096318,1.41987,-1.994816,0.607312,0.719391,-0.673092,0.66282,0.63385,0.163639,AN
2.873464,-1.279416,1.137981,0.378492,-2.293766,0.492225,3.496516,1.754583,2.544501,0.22419,-1.654482,2.013248,0.017414,0.429016,0.387049,1.182897,-0.455381,AN
5.512156,-1.668649,0.994125,0.413269,-1.356141,3.828599,0.214993,0.336898,1.655073,1.599115,-1.584281,0.129785,0.077303,-0.485027,0.101337,0.741503,-0.034713,AN
4.428897,-3.090367,2.175522,0.334473,-0.888199,3.214216,-1.656863,-0.122015,2.27462,-0.949073,0.135902,0.161233,-1.421321,-0.573426,-0.327961,0.771737,0.182263,AN
1.549127,-3.094225,-3.541743,-0.18439,2.515894,2.50979,-0.649521,-0.570877,0.752402,-1.268324,0.446056,0.968915,1.728945,-0.082852,0.242113,-0.204836,1.069135,AN
3.164214,-1.51326,3.589736,2.417071,-0.82461,2.144433,-0.754965,-0.46811,2.18228,-0.998731,-1.123017,0.854044,-1.048082,-0.120805,0.085362,0.664005,0.205015,AN
5.546707,-3.470226,-0.252958,1.966418,0.618568,2.818232,-1.291486,-1.084706,1.650982,-0.914006,-0.473268,0.77072,-1.036407,0.084049,0.467692,-0.015571,0.370411,AN
2.429708,-2.358557,3.034464,3.828839,-0.513556,1.854173,-0.527395,-1.201677,2.487408,0.684532,0.251983,-0.168505,-1.126798,-0.090788,1.271422,-0.310253,0.118498,AN
1.314479,-2.961896,-3.42055,0.027659,2.894501,2.929269,-1.076369,-0.356831,1.058157,-1.529643,0.598148,0.769337,2.557352,0.022214,0.632349,-0.256612,1.09217,AN
2.100957,-2.79435,3.031182,4.014079,-0.505612,1.933662,-0.798701,-1.215504,2.56602,0.938016,0.403117,-0.093242,-1.09168,-0.529098,1.647605,-0.249194,0.052301,AN
-2.212807,-1.437864,-0.485669,0.485923,1.686193,1.276482,0.259354,-0.40145,0.991113,0.218768,0.722379,-0.11075,1.671073,-0.937751,1.963556,-0.187764,0.257948,AN
2.63546,-2.810442,2.704436,3.672077,0.227503,1.949998,-0.508977,-0.941741,2.893091,0.770067,0.67573,0.473363,-1.54026,-0.243417,1.658211,-0.416041,-0.022592,AN
2.704942,-2.789299,2.961633,3.470541,0.259071,1.753637,-0.282541,-0.703445,2.947764,0.498191,0.88898,0.594408,-1.850135,-0.120997,1.41424,-0.270228,0.180401,AN
3.537114,-3.184478,-0.594733,-1.181485,-2.548834,2.077749,2.484492,1.609242,2.65781,0.416363,-0.842026,0.813412,0.017501,-0.192745,0.47355,0.133803,-0.833985,AN
2.391097,-2.122386,3.883081,3.007657,-0.621835,2.226718,-0.657161,-0.643934,2.36104,-1.807012,-1.058081,1.154243,-1.528873,0.171545,0.36462,-0.215844,0.082731,AN
3.878322,-3.930321,-2.264327,1.296165,0.461311,1.674226,-0.830992,-0.759242,2.986395,-1.937476,-0.21384,1.454753,-0.694412,-0.039684,0.408541,0.169875,-0.214793,AN
3.496006,-3.329356,-0.730448,-1.04985,-2.562711,2.298914,2.611398,1.504332,2.460484,0.046888,-1.092307,1.09977,-0.028419,-0.16757,0.229904,-0.421005,-0.790749,AN
1.560443,-3.886185,0.327868,-0.761166,-2.156121,2.464961,-1.573469,-0.322152,3.678551,-3.080368,-0.045888,0.751737,-0.978928,-0.643174,-0.536822,-0.250656,-0.66928,AN
4.132283,-1.843764,2.812969,2.392038,-1.525264,1.947672,3.138232,1.217197,1.141441,0.8664,-1.478069,1.250633,-0.997968,0.702528,0.780941,-0.40113,0.303863,AN
5.268456,-3.420391,1.347038,0.280976,-1.677805,3.183096,1.758988,1.26027,1.169942,1.379757,-0.775449,0.366395,-0.796432,-0.411767,0.476199,-0.133321,0.105264,AN
3.901289,-1.880431,3.074553,2.485215,-1.62648,1.897306,3.13804,1.294957,1.066761,1.012195,-1.638188,1.656837,-0.826746,0.263392,0.974209,0.264803,0.211057,AN
1.305421,-3.181115,-0.224603,-2.830074,-0.537415,3.205128,2.88011,2.454913,0.472532,0.00355,0.409007,0.445343,2.608054,0.359145,-0.1346,-0.436901,0.044091,AN
2.547963,-1.455251,1.062732,0.492427,-2.425632,0.47993,3.663956,1.607861,2.480771,0.223917,-1.565767,2.385533,0.008232,0.022521,0.574222,0.96927,-0.407679,AN
4.101158,-1.56469,2.933217,2.398682,-1.534403,1.991329,3.000443,1.385258,1.269156,1.228256,-1.282093,1.43083,-0.867512,0.275553,0.761637,0.554842,0.13812,AN
2.17334,-1.981107,1.185345,0.69155,-2.561679,0.521273,3.892943,1.497417,2.249725,-0.1515,-2.037046,2.641299,0.053943,0.080446,0.923962,0.244251,-0.609422,AN
4.496607,-1.705334,2.75452,2.081969,-1.378568,1.72788,2.879577,1.30334,1.200931,1.129152,-1.215403,1.195955,-0.930107,0.390047,0.609432,0.099427,0.27299,AN
5.752823,-2.70038,1.260537,0.059777,-1.669266,3.132241,1.57148,1.400369,1.151541,1.256057,-0.753865,0.390159,-0.678203,-0.216481,-0.000103,0.711234,0.183932,AN
6.101483,-1.054984,1.205504,-0.091682,-1.571759,3.288849,-0.282109,0.741367,1.489015,1.567053,-1.329602,0.092471,0.030498,-0.366896,0.191911,0.899944,0.222175,AN
2.119846,-2.188611,-0.491436,-3.051973,-0.293932,2.835677,2.58828,2.578584,0.492159,0.071096,0.586558,0.272769,2.067106,-0.035842,-0.30291,0.349197,0.397063,AN
4.496392,-1.596011,2.773371,1.986535,-1.355604,1.855865,2.868023,1.322526,1.328318,1.201785,-1.16686,1.137797,-0.973076,0.39363,0.556153,0.189857,0.336614,AN
4.851346,-1.307875,2.718101,1.749971,-1.455473,1.88296,2.626491,1.540695,1.00796,0.782797,-1.651699,1.712725,-0.626239,0.188389,0.304057,1.151619,0.127864,AN
-0.924889,0.793305,0.732066,-0.123848,-0.046823,0.595765,0.415303,0.346895,1.243606,-1.198178,-1.312371,0.030077,0.813823,-0.404782,0.085588,0.908492,-0.206931,AN
4.051505,-2.447276,-0.539404,-1.291581,-2.488753,2.208597,2.307249,1.699299,2.513674,0.33347,-0.768451,1.126593,-0.056666,-0.286065,-0.212458,0.633643,-0.39843,AN
4.064636,-0.235016,-1.038985,-1.538501,-2.725061,2.170802,-0.445194,0.79321,3.140556,1.415852,-2.066518,0.610348,0.751444,-0.643561,0.670359,0.661538,0.167541,AN
3.459913,1.209521,0.549641,-0.235374,-2.402043,0.293805,0.077256,0.55366,2.872142,0.862054,-2.316735,1.421062,0.796588,-0.872711,0.447313,0.316853,-0.048735,AN
4.194948,-1.644654,2.861058,2.324006,-1.479149,1.930088,3.022091,1.31533,1.248437,1.129584,-1.353637,1.304514,-0.92711,0.447695,0.685623,0.27051,0.287939,AN
4.247314,-0.321714,-0.788935,-1.482669,-2.958393,2.007457,-1.019823,0.543774,2.715996,0.798077,-1.456232,0.477859,0.615984,-0.827657,0.735939,0.524108,-0.029633,AN
3.507912,-1.298059,3.444321,2.260846,-0.50045,2.209212,-0.115299,-0.016173,2.523896,-1.110595,-0.407409,1.060516,-1.678757,0.788701,-0.13012,0.719924,0.240494,AN
4.833456,-1.106948,2.640685,1.91568,-1.318977,1.860653,2.738225,1.494341,1.316083,0.994748,-1.228524,1.14375,-0.893261,0.664742,0.1453,0.610945,0.315154,AN
2.706812,-1.962723,4.07218,2.548897,-0.683679,1.946882,-0.351276,-0.465141,2.280913,-1.271924,-1.063686,1.292179,-1.399121,-0.202523,0.263338,0.560149,0.210596,AN
1.057908,-0.441857,1.034812,1.72343,-1.844635,0.646425,-0.341773,-0.572741,3.852871,-0.897151,-0.57721,1.008335,-0.208866,0.042183,0.06625,0.397237,-0.328433,AN
2.791049,-2.138932,3.360962,3.337211,0.112528,1.807096,0.305525,-0.454796,2.6598,-0.228903,-0.333215,1.40486,-1.700158,0.557931,1.363002,-0.277307,0.301288,AN
4.453969,-1.492536,2.867495,2.026718,-1.472121,1.771612,2.917934,1.256621,1.262505,1.237478,-1.266428,1.131737,-0.932723,0.563303,0.476526,0.693464,0.599956,AN
3.988746,-2.147616,2.939797,2.37009,-1.480031,1.875169,3.273642,1.064824,1.0446,0.78184,-1.815306,1.459609,-0.962893,0.527022,0.915912,-0.448509,0.358765,AN
2.130096,-1.299847,1.136014,0.706188,-2.681938,0.458874,3.902501,1.618888,2.598383,0.159316,-1.494402,2.255876,-0.109145,0.485211,0.643322,0.540816,-0.257705,AN
0.368809,-0.930302,1.844233,1.624339,-2.622886,0.929103,-0.37496,-0.683331,3.587628,-1.612569,-1.124678,0.757635,-0.207937,0.519714,0.182954,0.400731,-0.190271,AN
2.754084,-1.884891,4.001089,2.574537,-0.997285,1.846374,-0.839012,-0.64241,2.108555,-1.309505,-0.884111,0.678531,-1.253826,-0.263286,0.133093,0.438969,0.318707,AN
6.374023,0.919251,2.573087,0.190852,-1.702719,1.729751,0.270461,-1.873916,0.68295,-0.111238,-1.273077,0.040491,0.162495,0.220741,-0.187552,0.652129,-0.54851,AN
2.362695,-2.626906,3.066562,3.813348,-0.152327,1.831151,-0.521372,-0.95295,2.823317,0.602726,0.849618,0.184888,-1.615807,0.022399,1.520925,-0.198672,0.237394,AN
4.334134,-2.209649,0.886044,4.231316,1.197603,1.547592,-0.57769,-1.244106,2.16555,-0.625541,-0.268511,0.531407,-1.176686,0.417805,0.237294,-0.831724,-0.166058,AN
4.20762,-2.094374,0.84554,4.437573,1.100735,1.631412,-0.750423,-1.362837,2.180506,-0.623521,-0.227013,0.377002,-1.120333,0.570194,0.253794,-0.737335,-0.117352,AN
-1.610743,-2.816437,-0.925086,-3.274836,0.171903,3.152347,-1.482603,-0.034898,1.046913,-2.196052,0.53722,0.167177,1.167438,-0.26824,-0.566977,-0.586519,0.218112,AN
2.903972,-2.958712,2.564593,3.24158,0.041444,1.992545,-0.777126,-1.021871,2.643547,0.874483,0.287421,0.371493,-1.210969,-0.707274,1.614462,-0.319914,0.008073,AN
5.411363,-3.683855,-0.2267,2.047647,0.767827,2.783057,-1.33719,-1.004742,1.761053,-0.992086,-0.573595,0.75638,-1.140233,0.095925,0.382476,-0.082128,0.580495,AN
-1.828703,-0.895051,0.822792,0.443293,1.090505,1.649904,0.003204,-0.088203,0.99336,-0.927925,0.507096,-0.421678,1.614286,-0.345303,0.766456,-0.027052,0.091489,AN
1.561656,-3.720398,-3.338822,-0.316526,2.934346,2.074353,-0.335893,-0.092144,1.133109,-2.279624,1.059033,0.933095,1.38794,0.083226,0.286758,0.083191,1.059968,AN
-2.99849,0.335646,1.011573,-0.247591,0.677166,1.023171,0.050733,-0.319686,0.615402,-2.028947,-0.156259,0.45018,1.370595,0.013242,0.224793,-0.625321,0.415262,AN
-1.417251,-2.523067,-0.936337,-3.213183,0.295555,3.10127,-1.491452,-0.170011,1.095815,-1.28528,0.501231,0.346798,1.100948,-0.427935,-0.162356,-0.604268,0.465493,AN
1.033012,-3.108738,-4.164887,-0.485242,2.665325,2.150995,-0.75148,-0.519189,0.760164,-1.603068,0.421855,0.955316,0.661372,-0.176919,0.285005,0.02569,1.004092,AN
2.396487,-2.058471,3.525748,3.511457,-0.603511,1.879953,-0.652779,-0.946243,2.411462,-0.276783,-0.50279,0.349714,-1.190156,0.039223,0.911543,-0.242274,0.259521,AN
-0.708156,-2.23812,-0.230072,-3.224387,-0.146329,3.131699,-1.266958,0.614872,1.55735,-1.61106,0.927139,0.001467,1.129332,-0.338389,-0.440488,0.73163,0.427292,AN
-1.776595,-2.67107,-1.222181,-3.307427,-0.048549,3.135961,-1.483852,-0.014471,1.069518,-2.030009,0.168069,0.070802,0.588182,-0.411216,-0.802423,-0.362762,0.136743,AN
-1.678351,-0.761086,1.2907,0.951658,0.737228,1.396753,-0.007854,-0.167888,1.47648,-0.618222,0.126959,-0.353903,2.126168,0.126445,0.703304,-0.398785,-0.084278,AN
-2.224894,-0.346941,1.843774,0.308819,0.973713,1.261055,0.077522,0.288425,0.992766,-2.260462,-0.207755,-0.139416,1.834857,0.244273,0.557813,-0.225392,0.062211,AN
-0.224198,-1.942732,-0.283733,-3.021802,0.033125,3.323453,-1.230398,0.363229,1.36468,-1.185581,0.55666,-0.067096,1.159417,-0.274915,-0.32711,0.562179,0.269957,AN
-0.166371,-2.295728,0.117813,-2.683116,0.389469,3.420775,-1.457589,0.292232,1.513389,-0.988323,0.59255,-0.332126,1.753852,-0.248114,0.003073,0.272027,0.202796,AN
1.062233,-2.42798,0.931538,-2.144408,0.609009,3.38133,-1.41432,1.150372,2.062692,-1.682858,0.852773,-0.665305,2.128928,-0.027247,-0.275652,1.034173,0.100414,AN
