@relation 'AT: frechetCheckA - Copy-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.569attr_4-0.516attr_2-0.514attr_6-0.314attr_5-0.199attr_1... numeric
@attribute -0.671attr_3-0.583attr_1+0.314attr_4+0.248attr_6-0.171attr_2... numeric
@attribute '-0.715attr_5+0.47 attr_2-0.284attr_1+0.276attr_3+0.259attr_6...' numeric
@attribute -0.51attr_6-0.449attr_5+0.444attr_1+0.382attr_4-0.365attr_3... numeric
@attribute '0.551attr_6-0.535attr_2+0.52 attr_1-0.374attr_5-0.026attr_3...' numeric
@attribute class {A,AA,ADA,AN,BHA,BI,C,CH,CN,DA,DDA,DDH,DHA,DRA,E,EN,G,GH,HA,I,II,JA,JH,K,KH,KT,LA,MA,MN,MSA,NA,O,OI,OU,PA,PHA,RA,RI,S,SA,T,TA,THA,TTA,U,UN,UU,Y,YA}

@data
0.589278,-0.081562,1.108847,-0.096977,0.056175,DHA
0.495376,-0.484765,0.328371,-0.380935,0.250224,DHA
1.174441,-0.022649,1.032753,0.127922,0.184422,DHA
0.671002,-0.20949,0.969359,0.714092,-0.150032,DHA
0.994807,-0.041527,1.219727,-0.231132,0.146137,DHA
0.666553,-0.043667,0.935319,-0.042062,0.176345,DHA
0.106018,-0.200979,0.743982,0.741996,-0.079035,DHA
0.345754,-0.154909,1.001793,-0.212097,-0.117745,DHA
0.694434,-0.489971,0.797185,0.679267,-0.382445,DHA
0.423414,-0.043417,0.871525,-0.296984,-0.13894,DHA
-0.589417,-0.591627,1.068934,-0.401673,0.430269,DHA
0.171294,0.009528,1.651337,-0.232671,-0.353505,DHA
-0.132427,-0.261836,0.743222,-0.313735,-0.324072,DHA
0.161096,-0.114522,0.553867,-0.400743,-0.323408,DHA
0.74973,0.029377,1.098596,-0.490566,-0.394555,DHA
0.732783,0.005182,1.440726,-0.188858,-0.156713,DHA
0.472411,-0.305826,0.515893,-0.247524,0.460911,DHA
-0.132178,-0.265839,0.862021,-0.331248,-0.133625,DHA
0.16148,-0.952736,0.645989,-0.154298,-0.056815,DHA
-1.051551,-0.152412,0.614931,-0.664158,-0.185012,DHA
0.673023,-0.094735,0.673832,-0.599304,-0.263874,DHA
-0.304138,-0.077098,0.370372,-0.802789,-0.343892,DHA
0.380673,-0.113823,0.981234,-0.059301,0.114572,DHA
-0.06192,-0.099773,0.704886,-0.417846,-0.043906,DHA
0.111238,-0.546165,0.090142,-0.411354,-0.066574,DHA
-0.003749,-0.251282,0.965626,-0.56507,-0.033011,DHA
-0.186045,-0.382649,0.25354,-0.446786,-0.184782,DHA
-0.026601,-0.183378,0.569204,-0.480656,-0.120909,DHA
1.025248,0.044238,1.304862,-0.205747,0.021153,DHA
0.626597,-0.683261,0.562811,-0.142107,-0.029657,DHA
1.116587,-0.338426,0.397363,-0.177503,-0.081355,DHA
0.662353,-0.28501,0.403556,0.014013,0.025689,DHA
0.559322,-0.134822,0.649087,-0.194485,-0.019944,DHA
0.526797,-0.539569,0.13315,-0.152915,0.071545,DHA
-0.238421,-0.312205,0.67957,-0.307238,0.162238,DHA
1.229241,-0.328134,0.342575,0.237693,-0.335398,DHA
1.962281,-0.602213,0.425474,0.734299,-0.332582,DHA
0.524728,-0.636188,0.095401,-0.188409,0.092863,DHA
3.971126,-1.020217,-0.472415,0.059126,0.13184,DHA
0.849146,-0.287396,0.482633,-0.107465,-0.00111,DHA
0.149789,-0.495549,0.678411,0.52626,-0.130863,DHA
0.995536,-0.417453,0.479722,0.495874,-0.503971,DHA
1.113885,-0.359979,0.471972,0.581152,-0.051731,DHA
1.31994,-0.948429,-0.396989,0.399821,-0.215939,DHA
0.857624,-0.648694,0.060748,0.034473,0.167163,DHA
0.072119,-0.315297,0.419197,-0.019336,0.104796,DHA
-0.169808,-0.030718,0.614774,-0.609514,0.133377,DHA
0.763363,-0.113909,0.530103,0.403838,-0.066517,DHA
0.31425,-0.235091,0.629658,-0.208644,0.090307,DHA
0.617423,-0.478203,0.280029,-0.132304,0.06198,DHA
0.878613,-0.654496,1.131914,-0.029009,0.004541,DHA
1.518259,-0.00619,0.449593,0.289734,-0.027294,DHA
1.260927,-0.148464,0.510368,0.305691,-0.056523,DHA
1.529323,-0.45116,0.333707,0.524564,-0.273387,DHA
-0.23034,-0.783799,0.565134,-0.395073,-0.236178,DHA
-0.015071,-0.270965,0.542301,-0.618674,-0.145713,DHA
-0.359234,-0.15354,0.667634,-0.657712,0.341623,DHA
0.299361,-1.12846,0.985559,0.046068,0.398599,DHA
1.508105,-0.694707,0.238966,0.649283,-0.162068,DHA
0.504679,-0.402469,0.345641,0.263182,-0.119071,DHA
0.957241,-0.385548,1.143624,-0.267231,-0.174736,DHA
1.158004,0.216945,0.601227,0.311933,-0.098339,DHA
1.525135,-0.123232,0.933078,-0.133332,0.077707,DHA
-0.339055,-0.310894,0.296885,-0.586523,-0.276794,DHA
1.359941,-1.021564,0.402419,-0.237788,-0.333546,DHA
1.286896,-0.413717,0.397835,0.369239,-0.110219,DHA
1.36205,-0.354759,0.08882,-0.289145,-0.16053,DHA
0.788772,-0.273858,1.726488,-0.30663,-0.072167,DHA
0.85566,0.074048,1.012073,0.310603,-0.174602,DHA
1.018588,-0.720216,0.142325,-0.147597,0.117165,DHA
1.092106,-1.316705,0.623451,-0.218773,-0.225456,DHA
-0.32606,-0.540638,0.322894,-0.366234,0.107097,DHA
0.434677,-0.08361,0.751213,0.050157,0.148344,DHA
-0.067607,-0.271905,0.686111,0.081305,0.19356,DHA
0.07717,-0.248891,0.6928,-0.127081,0.124961,DHA
-0.747068,-0.728966,0.193992,-0.796171,0.066764,DHA
0.275576,-0.120382,1.256476,-0.291613,0.034092,DHA
0.330984,-0.110671,1.122263,-0.351195,-0.153316,DHA
0.988145,-0.123527,1.73943,-0.396628,-0.033354,DHA
-0.161796,-0.198839,0.762708,0.289392,-0.010026,DHA
0.27631,-0.732868,0.82134,-0.167135,-0.330884,DHA
0.855588,-0.862828,-0.132665,0.212151,-0.255696,DHA
0.186688,-0.613947,0.597209,-0.226856,-0.170527,DHA
0.685352,-0.130749,0.581952,0.293011,-0.10125,DHA
0.522809,-0.372172,0.441808,-0.170301,-0.00548,DHA
1.097713,-0.465986,0.145055,-0.101744,0.022611,DHA
0.273142,-0.302615,0.566274,-0.216783,0.093145,DHA
-0.393772,-0.186579,0.313557,0.081698,-0.303975,DHA
0.427665,-1.111601,1.180412,1.599929,0.76597,DHA
0.075936,0.208766,-0.360369,0.367658,-0.02621,DHA
0.269826,1.566333,-0.492417,0.196568,-0.728159,DHA
0.691532,-0.634522,-0.477698,-0.729094,0.652341,DHA
-0.242136,0.205879,-0.016882,0.167979,-0.386948,DHA
-0.307534,1.583603,0.382243,-0.922886,-0.609385,DHA
-0.031225,-0.766657,1.925125,1.373948,1.143549,DHA
2.312327,1.907893,1.253142,4.11721,-0.124995,DHA
-0.178937,-0.058862,-0.554061,0.29843,-0.215739,DHA
-1.354602,-0.940238,-0.047919,-0.20597,-0.175509,DHA
0.521825,-0.830315,0.783851,1.284779,0.559869,DHA
-0.58733,1.476104,-0.333702,-0.048656,-0.029256,DHA
-1.177701,-0.118599,0.000207,0.119094,0.275394,DHA
1.291218,-0.625738,-0.739753,-0.218659,-0.091788,DHA
-0.135878,0.338771,-0.164958,0.176615,-0.194563,DHA
-0.591732,-0.660452,0.31898,-0.034538,0.425605,DHA
0.333695,-0.77703,0.435618,0.862792,0.403282,DHA
0.189827,-0.487514,0.143969,0.098645,-0.819036,DHA
-0.241141,0.029582,0.084803,0.093601,0.357,DHA
-1.124534,-0.272705,-1.001768,-0.397229,0.104637,DHA
-0.627968,0.519113,-0.031894,-0.297857,0.420865,DHA
1.055827,-0.205388,0.435993,0.150889,0.460829,DHA
-0.876237,0.471872,-0.080882,0.125867,0.351705,DHA
0.40755,-0.667826,0.204522,0.451172,0.041084,DHA
0.961369,-0.459726,-0.608984,0.212412,-0.072513,DHA
0.92058,-0.330555,-0.414971,0.392658,-0.461412,DHA
-1.112589,0.754653,0.602599,-1.173275,-1.11816,DHA
-1.137616,0.534868,0.174298,-0.009651,0.015189,DHA
-0.560557,0.220664,0.54372,0.052434,0.564993,DHA
0.514685,-0.543967,-0.464921,0.698558,-0.640759,DHA
0.575615,-0.375192,-0.638683,-0.069862,0.495266,DHA
0.352863,-0.584947,-0.493071,-0.393308,0.301479,DHA
-0.382658,-0.114674,-0.167442,-0.658236,0.56162,DHA
-1.023564,0.693288,0.009416,-0.44693,-0.266563,DHA
1.846634,1.347846,1.082632,3.73503,-0.016641,DHA
-1.29199,-0.31575,-0.122158,-0.259762,0.088978,DHA
-0.479843,1.47412,-0.464579,0.029532,0.23738,DHA
0.08724,0.624455,-0.322753,0.131491,0.001962,DHA
-0.285624,1.000319,-1.001355,0.459152,-0.571841,DHA
1.25762,1.420323,1.0952,2.873515,0.065288,DHA
0.453712,-0.645443,-0.449334,0.619896,-0.482879,DHA
-1.240773,-0.141448,-0.225598,0.023725,-0.12807,DHA
0.352503,2.223836,-1.202289,0.040159,-0.449595,DHA
-0.744559,0.361153,-0.398723,0.396155,-0.028041,DHA
-0.392878,-0.467686,1.458721,1.433604,0.510231,DHA
-1.24055,0.574295,-0.582528,0.204946,0.045962,DHA
-0.900213,1.277088,-0.869575,0.107353,-0.180833,DHA
-0.844659,0.631831,-0.714923,0.602715,-0.183373,DHA
-0.774072,0.388115,-0.84933,0.598958,-0.360806,DHA
-0.827966,0.484515,-0.789075,0.543621,-0.489693,DHA
-0.654299,0.180328,-0.665637,0.665842,-0.413149,DHA
-0.610556,0.420852,-0.912745,0.730475,-0.500472,DHA
-0.89699,0.599659,-0.728096,0.463989,-0.223355,DHA
-1.131074,-0.184507,-0.82012,0.7889,-0.648802,DHA
-0.738723,-0.129581,-0.047751,0.417872,-0.396178,DHA
-0.256037,-0.239494,-0.46382,0.530775,-0.229328,DHA
0.68252,-1.174248,-0.489246,-0.67154,-0.069327,DRA
1.573021,-0.952286,-1.171076,0.132109,0.190084,DRA
2.155238,-0.318085,-0.0434,0.51356,0.394585,DRA
3.661828,-1.013812,-1.318863,-0.177846,-0.13982,DRA
2.609967,-0.820669,-1.526237,0.352123,0.063218,DRA
2.127192,-0.855611,-1.450321,0.459446,0.184069,DRA
1.373551,-0.720207,-0.085363,-0.024028,0.228517,DRA
1.72315,-1.105325,-1.064394,0.047497,0.180845,DRA
2.312146,-0.478902,-0.070499,0.427589,0.445996,DRA
2.393225,-0.972234,-1.503266,0.095243,0.000711,DRA
1.550891,-0.698643,0.214566,0.097438,0.513656,DRA
2.167052,-0.410469,0.199834,0.53805,0.554246,DRA
3.605274,-1.478629,-1.161664,-0.230742,-0.005135,DRA
3.529462,-1.396778,-1.441549,-0.201295,-0.038264,DRA
1.371241,-0.675142,-0.08509,-0.02179,0.282188,DRA
1.457829,-0.149707,0.208959,0.283297,0.763461,DRA
2.063733,-0.554729,-0.907834,-0.100542,-0.066752,DRA
2.453734,-0.448556,-0.681386,0.326924,0.050724,DRA
2.056719,-0.655916,-0.377305,0.048204,0.179721,DRA
1.474817,-0.800531,-1.014541,0.082506,0.159633,DRA
1.131786,-0.289114,0.487598,-0.074833,0.253495,DRA
1.394266,-0.556594,-0.74233,-0.043843,0.000311,DRA
1.132807,-0.693872,-0.363559,-0.116752,0.118229,DRA
1.612266,-0.948257,-1.402412,0.196088,0.190621,DRA
0.840289,-0.788129,-0.629446,-0.161112,0.158174,DRA
1.207138,-0.635515,-0.751919,0.092246,0.101592,DRA
1.980178,-0.810626,-0.469734,-0.014844,0.09988,DRA
1.008181,-0.215687,0.099459,0.079595,0.167871,DRA
1.422614,-0.917121,-1.123692,0.135251,0.215989,DRA
0.926428,-0.380904,0.344169,-0.557544,0.445514,DRA
3.566165,-1.251984,-1.465118,-0.04795,0.029212,DRA
1.530765,-1.068732,-1.06457,-0.314734,-0.131565,DRA
2.552912,-1.174155,-1.450954,0.135052,0.012592,DRA
0.357826,-0.678318,0.300961,-0.358888,0.094358,DRA
3.619823,-1.389177,-1.171516,-0.265685,-0.064264,DRA
1.190278,-1.122015,-0.848395,-0.322304,-0.048872,DRA
2.490934,-1.08156,-1.644139,0.169164,0.000929,DRA
1.824017,-0.788681,-0.676836,0.041683,0.081672,DRA
2.313139,-1.05279,-1.60393,0.220107,0.100656,DRA
1.553108,-0.584655,-0.898187,-0.091562,-0.006209,DRA
2.442767,-0.785279,-1.647012,0.532216,0.145326,DRA
2.050582,-0.382244,-0.2765,0.193151,0.119023,DRA
2.500912,-0.78022,-1.476731,0.28771,-0.028616,DRA
3.555865,-1.32163,-1.403908,-0.253403,-0.101133,DRA
3.583527,-1.242171,-1.408193,-0.109072,-0.016239,DRA
3.545012,-1.487872,-1.336347,-0.199889,0.004741,DRA
1.773352,-0.306621,-0.333048,0.154513,0.074031,DRA
1.446932,-0.906509,-0.916735,-0.255815,-0.065839,DRA
2.246176,-0.971499,-1.299708,0.245477,0.223651,DRA
1.889212,-0.617347,-0.217233,0.048339,0.233227,DRA
3.589529,-1.439643,-1.210859,-0.332999,-0.103353,DRA
3.575446,-1.390092,-1.324391,-0.14948,0.011577,DRA
3.531445,-1.62312,-1.268314,-0.27944,-0.00396,DRA
1.754889,-0.888691,-1.118072,0.022985,0.034719,DRA
1.708286,-0.587826,-0.719066,-0.188449,-0.121937,DRA
1.329005,-0.35911,-0.111418,0.060751,0.147871,DRA
2.069045,-0.582321,-1.350257,0.250415,-0.041151,DRA
1.563166,-0.34127,-0.043065,0.474118,0.449024,DRA
3.537599,-1.515183,-1.319855,-0.290747,-0.05516,DRA
2.075879,-0.324488,-0.011808,0.570271,0.521906,DRA
3.341456,-0.169551,-0.336418,0.672312,0.279263,DRA
4.039572,-0.743794,-0.513004,0.310011,0.228399,DRA
3.755935,-0.649476,-1.100184,-1.047634,-0.923044,DRA
1.486304,-0.360915,0.344588,0.453958,0.63339,DRA
1.692551,-0.714433,-1.377712,0.479986,0.298769,DRA
3.577933,-1.531255,-1.21322,-0.195994,0.035019,DRA
1.825034,-0.288833,0.150761,0.401314,0.481042,DRA
1.762535,-0.782274,-1.151634,0.19305,0.182463,DRA
0.374121,-0.240509,0.435232,0.328301,0.585448,DRA
2.084162,-0.807552,-1.584411,0.622334,0.281292,DRA
1.056201,-0.46864,-0.074634,0.048703,0.290979,DRA
1.888029,-0.743583,-1.185706,0.051363,0.050969,DRA
1.598558,-0.652315,-0.61723,0.034548,0.175383,DRA
0.731574,-0.716558,-0.641826,0.08643,0.291111,DRA
0.896106,-0.979176,-0.955579,0.074981,0.24723,DRA
0.630955,-0.485079,0.308395,-0.23309,0.537275,DRA
1.760284,-0.435302,0.163109,0.37865,0.525901,DRA
0.936907,-0.500438,0.348624,-0.108609,0.620466,DRA
1.064357,-0.624048,-0.076844,-0.058275,0.370837,DRA
1.2338,-0.517517,0.144891,-0.279999,0.399554,DRA
0.77413,-0.809456,-0.777066,0.216166,0.378494,DRA
2.191777,-0.887019,-0.257176,0.094663,0.278124,DRA
1.029642,-0.496139,0.333913,-0.342685,0.180678,DRA
1.067927,-0.077613,0.28871,-0.07589,0.33128,DRA
0.542624,-0.65626,-0.729677,-0.171426,0.312764,DRA
1.059011,-0.568197,-0.589262,0.001441,0.143453,DRA
1.2106,-0.552918,-0.164085,0.169149,0.342039,DRA
0.863903,-0.58502,-0.156102,-0.120772,0.106207,DRA
2.09903,-0.536544,-0.477571,0.423221,0.300799,DRA
3.614941,-1.498264,-1.098197,-0.334161,-0.072812,DRA
3.018572,-0.547361,-0.529676,0.644745,0.310293,DRA
2.038969,-0.580336,-0.355578,0.269708,0.236176,DRA
2.583327,-0.613789,-0.618851,0.56273,0.286434,DRA
2.655114,-0.60173,-0.943627,0.449872,0.222519,DRA
2.089251,-0.343865,-0.06058,0.495279,0.400053,DRA
1.875296,-0.127891,0.291064,0.259254,0.262214,DRA
1.991288,-0.573651,0.082062,0.387938,0.494473,DRA
2.168072,-0.167317,0.132987,0.46744,0.349715,DRA
2.194423,-0.295895,0.24887,0.130807,0.184695,DRA
2.428623,-0.638843,-0.460837,0.334067,0.297286,DRA
1.867212,-0.56416,-0.117249,0.279455,0.394889,DRA
1.76587,-0.689735,-0.96855,-0.178401,-0.062801,DRA
1.747053,-0.554124,0.10301,0.341775,0.433819,DRA
1.830929,-0.715444,-0.881877,0.162161,0.182454,DRA
2.140149,-0.436384,0.017084,0.414523,0.454814,DRA
1.82587,-0.38163,0.072565,0.183477,0.402961,DRA
1.030639,-0.127487,0.259311,0.107433,0.683785,DRA
2.704486,-0.884408,-1.600018,0.271943,0.047279,DRA
2.290086,-0.299267,0.116631,0.45567,0.472785,DRA
0.917399,-0.503475,0.157945,-0.105107,0.526104,DRA
0.829728,-0.081802,0.455206,-0.00597,0.788331,DRA
0.943769,-0.158764,0.594695,-0.005294,0.797885,DRA
1.426764,-1.003491,-1.085226,-0.530852,-0.171781,DRA
1.579091,-0.629202,-0.11307,0.054362,0.27396,DRA
1.430761,-1.231549,-1.027129,-0.353904,-0.028686,DRA
0.725883,-0.839289,-0.275382,-0.407085,0.023474,DRA
1.030624,-0.974415,-0.901947,-0.13085,0.05682,DRA
1.444464,-0.958947,-1.003725,-0.195829,-0.048098,DRA
1.676446,-0.970045,-0.945677,-0.39414,-0.146337,DRA
2.519713,-1.18591,-1.519364,-0.038163,-0.070635,DRA
1.276122,-1.269798,-0.681122,-0.709506,-0.118098,DRA
1.31505,-0.798286,-1.290137,0.252625,0.203078,DRA
1.058698,-0.817629,-0.374697,-0.326825,0.008458,DRA
0.20622,-1.237908,-0.688584,-0.11906,0.264969,DRA
0.772492,-0.989996,-0.843078,0.0531,0.294908,DRA
1.716229,-0.910409,-0.66351,-0.196266,0.01273,DRA
1.072442,-0.680735,-0.424367,-0.244355,0.045222,DRA
0.476262,-0.674325,-0.300169,-0.693485,0.2858,DRA
-0.221551,-0.899379,-0.393588,-0.55259,0.013253,DRA
1.176286,-1.112036,-0.623517,-0.276476,0.076803,DRA
1.227162,-0.864444,-0.64749,-0.31996,0.044261,DRA
0.181714,-1.234044,-0.367467,-0.744788,0.003344,DRA
1.08776,-1.02896,-0.923179,0.074203,0.256333,DRA
0.450029,-0.972822,-0.686441,-0.45574,-0.020793,DRA
1.153599,-0.752524,-0.263994,-0.491107,-0.084119,DRA
0.154091,-0.907709,-0.130551,-0.647303,0.081013,DRA
0.532319,-0.06345,0.234358,-0.082148,0.225126,DRA
-0.578885,0.093858,0.338885,-0.182246,0.5781,DRA
0.290888,-1.189755,-0.245454,-0.526059,0.111777,DRA
1.830702,-0.962186,-0.753499,-0.319876,-0.02408,DRA
0.932907,-1.036309,-0.701989,-0.273954,0.083418,DRA
0.986328,-0.943209,-1.073173,0.011969,0.136521,DRA
3.515031,-1.60794,-1.310208,-0.351342,-0.069531,DRA
1.86353,-0.976916,-1.310228,0.071668,0.086006,DRA
2.21122,-1.223012,-1.380417,-0.169506,-0.112436,DRA
3.079302,-0.275621,-0.772101,0.452028,0.031322,DRA
2.389623,-0.226656,-0.59654,0.517351,0.157714,DRA
2.351253,-1.010546,-1.643633,0.191336,-0.026853,DRA
1.929312,-1.297092,-0.948257,-0.372846,-0.060044,DRA
1.031165,-1.033545,-0.468167,-0.440801,-0.002667,DRA
0.736991,-0.803908,-0.609495,-0.30332,0.158131,DRA
0.065293,-1.389786,0.226122,-0.094423,-0.675428,DRA
1.116769,-0.710138,-0.819703,-0.246782,0.131016,DRA
1.821665,-1.437256,-1.08965,-0.346419,-0.010294,DRA
1.562298,-1.129499,-0.847815,-0.581067,-0.151258,DRA
0.556273,-0.5,-1.004636,-0.499078,0.158435,DRA
-0.568024,-1.106289,-0.047724,-0.361304,0.299524,DRA
2.125624,-0.05645,0.393356,0.16809,0.186773,DRA
2.0801,-0.890763,-1.676897,0.379368,0.118123,DRA
0.780937,-0.932399,-0.598716,-0.141927,0.149362,DRA
0.679997,-0.093853,0.583795,-0.215524,0.288482,DRA
1.392085,-0.205716,0.602475,-0.218027,0.466011,DRA
0.209167,-0.471583,0.359325,-0.098719,0.449683,DRA
-0.599183,-0.953707,0.004774,-0.675736,0.031745,DRA
-0.171825,-0.546409,0.191899,-0.774335,0.2185,DRA
1.008199,-0.384645,0.303284,-0.218719,0.184339,DRA
1.211738,-0.651154,-0.388542,-0.132681,0.110959,DRA
1.498664,-0.858351,-0.512129,-0.452818,-0.066807,DRA
0.682803,-0.137439,-1.240004,-0.402447,0.650408,DRA
0.487705,-0.962634,-0.466524,-0.650744,0.061683,DRA
0.345869,-1.023361,-0.260097,-0.517325,0.101283,DRA
1.065241,-1.128695,-0.40877,-0.345535,0.082364,DRA
0.707249,-0.521286,-0.409517,-0.345492,-0.022273,DRA
0.754625,-0.887632,-0.478265,-0.372556,-0.009459,DRA
0.783855,-0.879485,-0.529037,-0.308149,0.111917,DRA
0.578838,-0.582272,-0.110736,-0.466929,-0.138931,DRA
0.866615,-1.037273,-0.826515,-0.391101,-0.043109,DRA
1.096284,-0.253913,-0.15463,0.12326,0.117832,DRA
1.437688,-1.362458,-0.601477,-0.477418,0.019826,DRA
0.041326,-0.855094,-0.05616,-0.736973,0.182004,DRA
-0.165899,-1.139303,-0.173437,-0.632582,0.368509,DRA
-0.757702,-0.004319,0.843588,-0.259002,0.525094,DRA
0.531581,-1.225356,-0.506289,-0.444246,0.046286,DRA
0.925721,-0.87058,-0.683962,-0.321145,0.279065,DRA
1.096515,-1.015481,-0.53547,-0.573879,0.210666,DRA
1.78165,-0.993341,-0.817376,-0.237913,-0.080737,DRA
2.572024,-0.553472,-0.640074,0.405438,0.229913,DRA
2.122607,-0.349822,-0.544164,0.51319,0.269714,DRA
2.087477,-0.915938,-1.093399,-0.154263,-0.012919,DRA
1.159399,-1.347911,-0.604873,-0.468988,-0.010918,DRA
2.087002,-0.29866,-0.475548,0.266117,0.052927,DRA
1.120255,0.005603,0.398705,-0.000599,0.025805,DRA
-0.117731,-1.252688,-0.043204,-0.344248,0.316318,DRA
2.403476,-0.672557,-0.929666,0.514135,0.253829,DRA
1.644331,-0.802136,-1.501863,0.452339,0.262728,DRA
2.54833,-0.558759,-0.860311,0.565278,0.296861,DRA
2.90337,-0.104256,-0.769583,0.551745,0.016885,DRA
2.511207,-0.486977,-0.91191,0.558787,0.222503,DRA
1.563874,-0.935619,-0.613418,-0.600994,-0.199838,DRA
0.959346,-0.804268,-0.721436,-0.235069,0.098414,DRA
2.64731,-0.934314,-1.582869,0.091081,-0.067374,DRA
1.324968,-1.342917,-0.884858,-0.226341,0.173538,DRA
2.634812,0.01671,-0.363508,0.446077,0.006609,DRA
1.98673,-0.186525,-0.461088,0.380324,0.185803,DRA
-0.396306,-0.635778,-0.076148,0.29156,-0.622955,DRA
0.428806,-1.083231,-0.3779,-0.746126,0.143021,DRA
0.528659,-1.022875,-0.563359,-0.18751,0.186362,DRA
0.279197,-0.589856,-0.669639,-0.320777,0.104358,DRA
-0.963998,-1.025525,0.665116,-0.37506,-0.093671,DRA
0.200571,-0.754676,-0.158184,-0.535358,0.188243,DRA
1.591157,-0.725009,-0.843285,-0.355647,0.114028,DRA
1.885185,-1.397396,-0.931457,-0.373246,-0.021629,DRA
1.457268,-1.516312,-0.894032,-0.497268,0.013192,DRA
1.470563,-0.183681,-0.346887,0.411761,0.27934,DRA
0.179264,-0.649539,-0.930921,-0.349571,0.520141,DRA
0.118301,-0.98806,-0.025389,-0.356822,-0.31913,DRA
-0.57741,-0.675187,0.02497,-0.323079,0.525068,DRA
1.636832,-0.570703,-1.257766,0.23371,0.149511,DRA
1.236877,-0.210579,0.447497,-0.033137,0.189102,DRA
1.415283,-0.725669,-1.422472,0.331733,0.196985,DRA
1.386907,-0.955112,-0.438061,-0.410771,-0.06649,DRA
0.013042,-0.874689,-0.12458,-0.593165,-0.047857,DRA
0.000841,-0.821259,-0.127378,-0.553546,0.10096,DRA
0.031582,0.080297,1.108713,-0.617409,0.701435,DRA
0.447802,-0.939743,-0.076769,-0.252334,-0.133098,DRA
1.335607,-0.554878,-0.339362,-0.051505,0.120403,DRA
0.376962,-0.962742,-0.386601,-0.394271,0.064391,DRA
-0.278998,-0.207659,0.276769,-1.021334,0.029305,DRA
0.689228,-0.029877,0.873105,-0.243531,0.215287,DRA
0.910168,-0.550469,-0.02778,-0.086207,0.227784,DRA
0.952451,-0.419668,0.399932,-0.35731,0.319443,DRA
-0.070903,0.785802,0.621496,1.785298,0.043021,DRA
-0.842429,-0.475307,-0.35091,0.497246,-0.750963,DRA
-1.530505,-0.706041,-0.180688,-0.223553,-0.629916,DRA
1.206338,-1.077015,-0.942494,-0.59735,-0.031157,DRA
-0.327889,-0.317203,-0.406146,0.403059,-0.603937,DRA
-0.401757,-0.244531,-0.233283,0.448834,-0.456015,DRA
-1.052776,0.062833,-0.605914,0.392578,-0.350991,DRA
3.406499,-2.578038,-0.829083,-1.039585,-0.224507,DRA
2.357324,-1.041655,-2.143213,-0.068808,-0.226931,DRA
0.425126,-0.587618,-0.445214,1.241986,-1.183298,DRA
-0.140589,-0.605708,-0.559262,1.018017,-1.089431,DRA
2.161766,-1.094199,-1.324114,-0.050571,-0.018838,DRA
3.465528,-1.105232,-1.785808,-0.359363,-0.296599,DRA
-0.609608,0.318336,-0.410829,0.53855,-0.160599,DRA
2.442708,-1.188562,-1.100494,-0.456575,-0.282274,DRA
3.543323,-1.549561,-1.26108,-0.379874,-0.107056,DRA
0.382298,-0.367747,-0.504708,1.241327,-1.166963,DRA
2.245616,-0.908544,-1.574038,-0.064392,-0.131025,DRA
3.585148,-1.21746,-1.433827,-0.04519,0.022578,DRA
3.366503,-1.098534,-2.071942,-0.379805,-0.343394,DRA
2.69883,-0.774236,-0.516903,0.665653,0.445661,DRA
2.230282,1.710106,1.19347,4.264345,0.008145,DRA
3.531224,-1.157358,-1.594938,-0.204686,-0.138785,DRA
-0.961523,-0.268111,-0.6478,0.367408,-0.338688,DRA
3.567811,-1.180397,-1.490364,-0.128947,-0.06126,DRA
1.95376,-0.84027,-1.16763,-0.018615,0.012598,DRA
1.978618,-0.817072,-1.507184,-0.28233,-0.241185,DRA
-0.976471,-0.597683,-0.596205,0.294457,-0.369026,DRA
3.615375,-1.117454,-1.401586,-0.097676,-0.049698,DRA
3.393805,-1.731215,-1.540934,-0.524185,-0.185003,DRA
-0.617294,-0.308262,-1.036394,0.572521,-0.681145,DRA
-0.26752,-0.019126,-0.477303,0.283723,-0.244409,DRA
-0.776341,-0.139818,-1.0004,0.662563,-0.412774,DRA
-0.989984,-0.456904,-0.814408,0.202502,-0.430888,DRA
-0.367614,-0.801732,-0.582485,0.278763,-0.831443,DRA
2.224931,-1.314591,-1.419077,-0.125532,-0.010019,DRA
2.113374,-1.047614,-1.623663,-0.252696,-0.243708,DRA
3.44366,-1.169804,-1.805757,-0.360721,-0.277375,DRA
2.2181,-1.148191,-1.459982,-0.177872,-0.157036,DRA
2.471869,-0.934312,-1.850801,0.091027,-0.122173,DRA
-0.083462,-1.582715,-0.047384,-0.40374,-0.948571,DRA
0.845225,-1.083548,-1.347395,-0.289696,-0.128529,DRA
1.245638,-0.819355,-0.286725,0.084239,0.286947,DRA
-0.70182,-0.423119,-0.27158,0.397636,-0.507374,DRA
1.614237,1.962665,0.970216,4.705669,0.057916,DRA
-0.26752,-0.019126,-0.477303,0.283723,-0.244409,DRA
2.721963,-0.822276,-1.756305,-0.079764,-0.220229,DRA
1.486082,-0.57117,0.035513,0.133595,0.347286,DRA
-0.316694,-0.352211,0.632579,0.675172,0.227447,DRA
