attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,class
249.947998,241.81398,340.054413,282.931091,292.318329,309.854797,A
255.738144,236.171555,395.62735,300.885345,269.920349,292.03595,A
244.920395,289.380371,342.379913,275.136322,316.180328,202.200394,A
263.205231,303.819031,349.721313,290.910645,292.726837,298.202942,A
247.509598,315.382294,323.311005,279.114685,295.629822,286.276093,A
262.84024,301.915558,333.971558,293.824768,307.865234,286.043701,A
254.188904,283.196045,339.330231,282.851563,300.647644,285.063141,A
251.246887,291.871552,330.001526,268.402679,307.507721,232.131424,A
260.324799,300.832184,365.902985,249.359177,303.059387,252.285553,A
267.052429,298.613464,376.706787,292.441437,292.526917,243.593918,A
254.701782,307.683289,345.357788,271.974274,305.851257,277.129944,A
262.230804,292.441437,443.207611,287.043549,289.083038,272.310486,A
268.001862,279.508484,333.376678,268.868011,303.288635,264.001892,A
258.936279,270.647369,367.539124,274.521393,293.027313,227.336761,A
253.031616,302.828339,369.423889,263.486237,293.061432,248.340485,A
271.737,291.741333,376.235291,293.552368,289.347534,266.430115,A
259.738342,292.957336,315.800568,289.870667,299.242371,257.751831,A
260.6185,279.651581,356.855713,275.6828,272.259064,212.461761,A
266.760193,298.814331,355.326599,307.54837,283.534821,276.470612,A
282.285309,308.449341,398.944855,290.036194,297.808655,291.163177,A
270.283173,288.669373,437.305389,273.408112,276.812225,234.36084,A
266.317474,285.20343,414.247498,282.023041,295.083038,277.901062,A
271.935669,264.070068,362.972443,229.671509,304.803223,228.965057,A
270.068512,278.582123,371.109161,259.378113,276.586334,262.19458,A
263.736603,294.852509,366.607422,280.444305,301.479675,264.001892,A
278.976715,295.656891,366.55423,249.689804,291.084167,247.050598,A
271.889679,230,391.111237,217.671768,295.717773,216.057861,A
232.124969,304.006592,324.089508,256.797577,294.90506,243.665756,A
254.656631,286.043701,377.46524,263.821899,304.271271,263.94696,A
255.158768,230.054337,341.716248,204.978043,296.379822,207.696899,A
235.866486,294.401093,312.246704,244.63237,305.633759,211.518326,A
264.484406,286.76297,333.808319,243.24884,265.307373,252.031738,A
264.272583,245.979675,383.29361,247.487381,293.0802,245.067337,A
263.539368,293.061432,368.24176,268.024261,299.549652,262.068695,A
264.054932,295.7854,370.552277,275.394257,283.487213,275.655579,A
252.230057,253.47583,332.627411,216.520203,291.451538,218.323151,A
261.430664,295.526642,388.670807,307.70929,292.480774,281.044495,A
282.453522,238.899567,364.725922,263.104553,292.959045,264.007568,A
274.606995,259.32605,370.599518,301.039856,277.694061,309.234528,A
241.615402,240.684448,312.251495,257.513092,297.674316,257.381042,A
276.73996,266.29306,324.044739,282.803833,304.69986,309.014557,A
253.570496,275.203552,343.770264,257.841034,297.215424,217.830215,A
262.992401,305.158966,344.117706,275.771637,315.006348,277.064972,A
264.463623,260.647278,349.406647,268.292755,290.616577,237.30571,A
0,0,0,0,0,0,AA
250.097977,276.622498,321.126129,289.006927,260.017303,211.513596,AA
305.550323,174.631042,350.258484,280.864746,250.191925,217.589066,AA
266.294952,235.261551,364.078278,284.142578,285.926575,237.91806,AA
273.265442,235.478241,292.60553,295.677185,261.191498,259.279785,AA
283.635315,203.553436,322.894714,290.766235,274.15506,270.780365,AA
262.92395,255.70491,380.284119,224.964447,263.782104,194.208649,AA
250.798721,264.781036,260.762329,277.252594,258.544006,236.90715,AA
305.988556,228.779373,322.684052,307.611755,251.071701,226.550217,AA
271.621063,230.707611,347.639191,313.51236,292.646545,269.462433,AA
283.134247,247.92337,368.543091,330.310455,262.011444,289.913788,AA
282.242798,221.822006,353.951965,311.8349,262.688019,266.176636,AA
219.36499,188.345428,293.613678,306.884338,272.946869,285.27179,AA
283.132477,176.91806,310.813446,315.90506,249.575638,289.067474,AA
225.842865,226.490616,285.702637,330.275635,271.189972,257.099213,AA
265.753632,216.316895,263.469177,302.76889,253.639511,245.790558,AA
250.379715,266.717072,266.5802,252.622253,275.190857,243.187164,AA
275.261688,164.103622,317.370453,282.113464,277.953247,196.09436,AA
309.220001,218.68927,333.865234,336.689758,252.922913,279.588989,AA
234.087585,144.779144,252.463852,330.340729,257.007782,288.669373,AA
221.020355,171.172424,272.360046,314.226044,295.311707,278.2966,AA
294.268585,245.936981,352.45993,332.132507,267.606049,271.641296,AA
286.567627,206.784912,349.75705,327.612579,265.318665,282.115234,AA
262.931549,207.694489,317.397217,303.506165,249.729858,263.782104,AA
257.792542,265.668976,343.118042,307.039093,270.534668,264.877319,AA
278.705933,227.633484,370.191833,326.259094,254.01181,282.214447,AA
302.881165,200.124954,352.205902,268.627991,288.209991,225.718857,AA
299.527954,189.525726,346.808319,291.988007,252.144806,220.465424,AA
251.733994,238.214188,263.622833,293.518311,278.603668,226.276382,AA
268.330017,250.912338,336.933228,316.077515,270.248047,254.607544,AA
254.699829,242.670563,265.932312,345.220215,257.782867,236.957809,AA
275.036346,197.850952,359.2005,299.080261,278.460052,209.570984,AA
255.21167,246.375732,347.05188,313.158112,262.070587,250.784775,AA
272.926727,252.121002,299.527954,319.69516,260.017303,233.418076,AA
259.030884,187.552658,345.637085,297.235596,274.220703,214.758011,AA
288.086792,195.166595,338.28537,311.854126,271.154938,289.13147,AA
270.046295,216.981567,295.771881,329.09726,258.631012,224.831055,AA
289.352722,223.825821,340.992676,325,246.546143,286.225433,AA
282.660583,218.826416,329.150421,323.4888,257.856537,281.60257,AA
269.703552,201.357895,374.476959,304.770416,264.682831,243.515915,AA
266.011292,225.853928,315.407684,305.221222,255.007843,216.333084,AA
269.940735,235.308304,318.49646,306.111084,267.675171,237.844482,AA
261.55304,224.153961,312.246704,281.46936,279.078827,186.042999,AA
249.537567,226.373581,300.308167,296.339325,257.256683,223.503922,AA
249.505508,237.002106,305.109802,218.984024,281.400085,178.66449,AA
258.677399,145.962326,330.048492,259.514923,274.432129,161.1521,AA
294.350128,240.634583,344.702759,298.613464,261.354156,246.546143,AA
292.542297,226.267548,334.439819,313.96814,244.675293,239.927078,AA
299.282471,261.961823,352.022736,310.061279,243.429657,215.935181,AA
285.776123,224.982224,299.347626,301.159424,260.109589,225.887146,AA
275.510437,246.008133,299.708191,286.276093,271.665222,211.142136,AA
266.011292,229.261856,310.601044,304.055908,260.583954,240.260269,AA
267.441589,220.988693,321.179077,312.640381,268.79361,232.361786,AA
272.082703,262.773682,333.624054,315.192017,230.763947,241.698166,AA
272.963379,263.577301,292.249878,324.274567,276.045288,220.435928,AA
271.494019,190.412704,344.292023,255.642334,264.092773,190.065781,AA
277.881256,172.244019,321.726593,277.129944,243.905716,170.073517,AA
281.320099,278.469025,330.800537,335.965759,275.283478,226.920685,AA
273.344116,192.093735,290.511627,179.535507,249.729858,128.860382,AA
285.608124,277.156982,387.072357,259.306763,230.082596,181.176712,AA
281.824402,278.469025,370.591431,283.185455,258.36795,199.248581,AA
255.219513,226.415543,348.310211,200.202393,193.189026,151.476074,AA
282.214447,177.158127,358.559631,161.074524,277.064972,152.26622,AA
260.31134,161.245148,359.310455,161.966049,257.629578,147.732864,AA
266.992523,214.282516,353.655212,171.230835,266.339996,156.387344,AA
257.147827,220.383759,367.739044,205.272995,284.92981,171.128601,AA
271.919098,205.182846,365.198578,174.347351,266.368164,169.18924,AA
287.563904,179.493729,323.519714,303.356232,275.544922,196.987305,AA
254.691971,168.002975,358.537292,261.725037,248.032257,158.80806,AA
270.972321,276.586334,361.092773,261.696381,280.26416,222.407288,AA
274.87088,206.867111,327.844482,178.101089,277.016235,163.012268,AA
249.945999,223.957581,376.96817,189.095215,269.673889,186.510056,AA
253.568527,196.814636,375.150635,191.942703,212.021225,181.74707,AA
293.388824,154.304886,339.754333,255.313538,258.069763,200.089981,AA
254.243973,209.246262,387.752502,184.260681,175.513535,155.900604,AA
254.243973,294.681183,380.43396,273.248962,275.261688,203.305191,AA
272.415131,200.204895,362.173981,210.684601,259.624725,160.162415,AA
279.973206,293.0802,389.343048,289.375183,253.617828,193.94072,AA
266.557678,221.400085,331.995483,264.425781,256.376678,232.441391,AA
274.707123,242.546906,369.134125,242.051651,271.679962,200.024994,AA
283.32489,153.182892,364.91095,295.149109,250.283844,171.210403,AA
254.578079,245.409866,371.940857,214.478439,249.419327,185.024323,AA
241.596771,262.017181,290.175812,297.321381,278.044952,206.516342,AA
294.979675,229.455872,343.15741,300.216583,269.742462,204.533615,AA
275.436005,268.262939,377.127289,260.725922,263.06842,212.840317,AA
265.949249,227.69278,361.332245,326.024536,260.739319,212.132034,AA
294.592926,252.723175,342.001465,311.602325,255.280243,244.460632,AA
270.473663,256.070313,345.407013,239.00209,271.064575,197.524689,AA
259.832642,262.345184,307.936676,252.001984,262.84024,198.708328,AA
267.419159,250,350.796234,323.130005,280.303406,240.168686,AA
288.312317,230.488617,341.672363,314.229218,277.281433,190.905731,AA
270.756348,252.549011,344.072662,327.23233,266.85202,223.805725,AA
269.614532,284.191833,294.592926,269.245239,272.868103,231.276886,AA
250.241882,267.029968,291.588745,289.720551,262.514771,214.294189,AA
284.787628,236.782608,374.14035,332.583832,249.256897,248.364655,AA
262.190765,257.769287,293.342804,322.820374,264.109833,224.757645,AA
263.007599,287.795074,349.057312,251.268784,263.685425,213.150177,AA
288.105896,275.118164,314.014343,333.802338,257.503387,230.375778,AA
261.705933,254.974503,297.316315,227.668625,250.569351,199.459274,AA
255.282196,286.775177,305.761353,253.268631,278.887085,206.526031,AA
258.007751,282.214447,345.027527,230.826782,285.327881,234.676376,AA
269.631226,272.618774,332.661987,247.945557,253.308105,188.409134,AA
245.703079,279.213165,372.88739,259.123535,248.501511,177.609116,AA
263.453979,271.919098,393.24292,283.640625,258.627136,207.460846,AA
257.171143,229.836899,336.881287,190.905731,272.077209,180.011108,AA
263.706268,246.109726,358.134064,228.23233,260.19223,192.823761,AA
274.847229,277.721069,344.595428,248.781021,278.772308,210.344955,AA
251.461731,256.563843,320.340454,210.646622,250.697021,205.406906,AA
295.001709,185.181,322.232849,276.226349,265.482574,181.033142,AA
305.144226,202.388245,352.604584,320.898743,277.045135,253.031616,AA
269.699829,248.696609,349.206238,197.223221,266.810791,200.564209,AA
257.623749,220.465424,343.559296,230.063034,253.570496,186.271301,AA
259.942291,275.75351,341.603577,260.284454,275.855042,228.862411,AA
266.5802,232,283.989441,267.912292,256.826782,230.054337,AA
271.974274,256.743073,368.408752,258.427948,260.030762,219.672485,AA
283.804504,221.436218,378.38208,338.710785,249.018066,213.600098,AA
266.542694,228.740021,306.776794,272.442657,288.36087,241.323441,AA
313.158112,211.603409,388.171356,322.615875,280.415771,238.650375,AA
314.803101,231.639801,355.600891,348.826599,267.755493,284.3396,AA
252.335098,229.682388,268.262939,194.164871,260.36322,174.347351,AA
286.644379,280.855835,302.344177,303.059387,267.379883,207.509033,AA
259.699829,241.853256,372.155884,356.609039,270.007416,263.453979,AA
330.953156,214.294189,386.587646,356.433716,261.275726,266.692719,AA
297.894287,226.294052,347.541351,324.746063,299,266.542694,AA
276.588135,236.864944,339.930878,317.165558,262.922028,243.312561,AA
300.946838,254.656631,326.006134,318.32373,259.030884,261.275726,AA
234.865921,235.478241,288.175293,362.198853,264.750824,258.491791,AA
330.691711,186.681549,322.262329,338.693085,265.092438,237.39418,AA
209.353775,245.790558,304.69986,349.834259,262.727997,268.328156,AA
233.323807,222.649948,282.256989,363.463898,274.142303,256.128876,AA
287.800293,226.126068,338.368134,311.849335,278.195984,274.590607,AA
319.250671,211.605759,340.238159,320.407562,282.33667,290.270569,AA
284.200623,253.568527,363.501038,325.123047,258.118195,271.016602,AA
270.098145,302.866302,292.359375,273.826599,281.716156,206.864685,AA
270.090729,249.729858,323.519714,355.439178,269.564453,276.795959,AA
300.832184,204.244949,283.289612,304.198944,272.464691,225,AA
327.78653,234.046997,353.451538,337.871277,274.182434,239.770721,AA
306.218872,219.020554,347.634857,334.551941,274.065674,244.560837,AA
273.001831,211.29364,336.407501,314.915863,276.875427,271.280304,AA
237.693085,218.508575,321.479401,350.235626,285.296326,290.688843,AA
212.602921,229.139694,239.920822,332.031616,273.265442,232.142197,AA
289.69812,221.054291,343.185089,286.665314,290.449646,215.39035,AA
273.912384,265.580505,362.078735,306.889221,215.96759,246.738724,AA
308.240173,194.373352,356.618835,323.88269,256.532654,236.425461,AA
291.084167,230.852768,351.368744,315.52655,260.84671,227.694977,AA
285.243744,218.220078,293.62561,330.311981,266.992523,206.980682,AA
269.532928,214.979065,321.561829,280.178528,232.59407,173.565552,AA
255.806564,292.643127,334.228973,267.591095,242.74472,205.185287,AA
267.927216,250.081985,369.109741,324.228302,262.762238,207.588531,AA
256.285004,232.544617,366.324982,283.985901,251.055771,208.124969,AA
303.842072,202.299286,341.989777,267.306946,279.866028,204.188644,AA
265.339417,227.167343,313.957001,345.930634,256.082031,263.79538,AA
314.413727,232.458603,342.772522,323.01239,271.265564,270.651062,AA
328.030487,265.316803,366.721954,349.313599,302.423553,272.405945,AA
288.027771,250.798721,328.210297,375.170624,272.045959,285.57486,AA
310.774841,235.091476,332.453003,301.212555,277.016235,262.068695,AA
318.650269,201.556442,315.927216,307.923706,277.353577,227.528015,AA
333.01651,211.811234,374.221863,297.892609,259.277832,245.686798,AA
277.584229,232.551071,309.854797,324.322357,257.751831,233.420227,AA
297.833832,224.075882,306.365784,316.155029,252.507431,224.521713,AA
295.787079,204.413803,359.346619,331.730316,276.409119,264.007568,AA
321.403168,216.843262,364.724548,300.041656,278.258881,238.832581,AA
277.245392,187.320587,349.435272,312.020844,264.461731,228.35936,AA
260.863953,215.615402,334.439819,294.543701,265.83078,216.316895,AA
274.15506,147.709167,366.087433,262.619507,256.394226,207.790756,AA
284.200623,203.767029,303.222687,307.405273,243.115204,248.116913,AA
264.841461,184.764709,284.875397,301.438232,256.035156,179.069824,AA
282.469482,205.360657,305.738464,317.277496,256.78006,173.738312,AA
254.017715,217.082932,292.097595,177.079071,252.031738,171.011688,AA
312.656372,220.494904,364.247162,320.761597,292.924896,240.16037,AA
296.070923,170.155807,261.843475,302.696228,253.096817,174.071823,AA
254.379639,224.839951,272.029419,207.509033,259.416656,214.058411,AA
281.7836,228.965057,312.640381,255.765518,266.227356,234.829727,AA
297.006744,173.968384,311.512451,284.580383,278.217529,189.066132,AA
268.560974,201.357895,381.540314,293.491058,236.163086,160.03125,AA
273.366058,262.240356,385.65918,265.548492,264.881104,207.424683,AA
263.878754,265.188599,360.848999,279.894623,175.863586,214.478439,AA
280.850494,237.625763,381.477386,208.865982,275.878601,191.211929,AA
261.633331,218.013763,382.005249,186.303513,239.415955,159.201126,AA
284.597961,238.212097,354.295074,242.231293,274.235291,170.988297,AA
263.417908,260.509125,372.005371,274.606995,251.730011,175.914749,AA
270.386749,261.266144,370.567139,266.986877,259.988464,211.96698,AA
283.55069,257.596588,379.79599,229.671509,219.658829,192.4422,AA
262.246063,254.017715,334.773071,245.489304,254.43663,196.155548,AA
279.291962,266.187897,384.793457,266.159729,272.904755,219.986359,AA
266.810791,256.320099,390.083313,302.909241,265.83078,212.190948,AA
256.815094,227.846436,357.945526,229.002182,290.511627,210.736801,AA
274.696198,269.118927,370.621094,244.444275,264.168518,189.707672,AA
288.055542,271.007385,393.151367,216.933167,262.961975,193.14502,AA
271.692841,239.102493,370.696655,197.686615,261.839661,188.403824,AA
262.457611,238.600082,361.448486,220.168121,265.346954,204.009796,AA
256.134735,256.095673,385.716217,229.401398,264.916962,182.84967,AA
272.825958,255.925766,382.576782,262.771759,290.723236,214.462112,AA
275.501373,249.64975,306.197662,312.972839,275.75351,213.550934,AA
267.217133,247.745834,357.229614,215.557419,275.960144,201.427399,AA
265.83078,222.443253,329.200562,248.887527,267.867493,194.517349,AA
248.364655,251.033859,371.72168,253.001984,233.238083,221.415894,AA
273.543427,232.206802,293.421204,266.332489,262.937256,228.319946,AA
250.319794,282.449982,343.083069,266.294952,244.640549,229.688919,AA
285.881104,163.99086,321.014008,304.868835,239.641403,200.202393,AA
0,0,0,0,0,0,AA
250.097977,276.622498,321.126129,289.006927,260.017303,211.513596,AA
305.550323,174.631042,350.258484,280.864746,250.191925,217.589066,AA
266.294952,235.261551,364.078278,284.142578,285.926575,237.91806,AA
273.265442,235.478241,292.60553,295.677185,261.191498,259.279785,AA
0,251.435883,392.444916,0,0,263.746094,ADA
448.090393,274.065674,416.889679,281.760529,96.664368,207.424683,ADA
374.225861,268.689423,411.830048,176.232803,51.894123,228.35498,ADA
374.048126,111.139549,394.380524,284.829773,54.037025,116.811813,ADA
447.30304,275.573944,413.917877,281.220551,99.744675,225.754288,ADA
396.364746,272.976196,411.69162,270.691711,120.108284,206.864685,ADA
0,216.12265,437.652832,0,0,230.256378,ADA
384.020844,194.164871,418.571381,210.608643,66.287254,205.221832,ADA
428.262756,175.19133,391.138092,271.449799,75.663727,189.451843,ADA
455.688477,258.544006,400.930176,269.764709,91.416626,223.450211,ADA
477.378265,257.870117,412.059448,277.973022,80.9506,243.758072,ADA
0,270,419.068024,0,0,263.548859,ADA
358.139648,276.365692,417.806183,160.464951,67.779053,239.039749,ADA
427.070251,264.319885,413.043579,266.152222,93.380943,240.416306,ADA
0,260.048065,404.991364,0,0,257.513092,ADA
0,275.072723,454.608612,0,0,250.710983,ADA
412.001221,263.548859,396.868988,203.002457,44.553337,261.428772,ADA
455.158203,193.847885,407.72171,280.659943,57.584721,199.882462,ADA
373.483612,138.495483,379.17807,227.431305,116.726173,145.344421,ADA
408.388306,256.456635,411.808197,250.768814,105.603027,274.798096,ADA
0,260.768097,436.862671,0,0,262.16217,ADA
394.001282,281.128082,425.893188,213.740494,58.728188,226.53035,ADA
399.211731,277.064972,356.11795,280.174957,79.624115,216.393158,ADA
0,241.298569,452.674286,0,0,250.912338,ADA
342.957733,280.786407,428.878784,277.077606,152.85614,264.393646,ADA
