@relation 'AT: Zone4_10k-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.575attr_4-0.478attr_6-0.471attr_2-0.383attr_5-0.261attr_1... numeric
@attribute -0.696attr_3-0.542attr_1+0.328attr_4+0.245attr_6-0.232attr_2... numeric
@attribute '0.635attr_5-0.484attr_2-0.393attr_6+0.37 attr_1-0.22attr_3...' numeric
@attribute -0.551attr_6-0.479attr_5+0.407attr_4+0.327attr_2-0.324attr_3... numeric
@attribute 0.559attr_1-0.503attr_2+0.476attr_6-0.448attr_5+0.067attr_4... numeric
@attribute class {A,AA,ADA,AN,BHA,BI,C,CH,CN,DA,DDA,DDH,DHA,DRA,E,EN,G,GH,HA,I,II,JA,JH,K,KH,KT,LA,MA,MN,MSA,NA,O,OI,OU,PA,PHA,RA,RI,S,SA,T,TA,THA,TTA,U,UN,UU,Y,YA}

@data
2.779747,-0.215228,-4.076106,-0.485072,-0.102545,DDH
2.475539,-0.583353,-4.447336,-0.983228,0.089743,DDH
2.539205,-0.475908,-4.363785,-0.961394,0.135012,DDH
2.663432,-0.29433,-4.20524,-0.770813,0.081912,DDH
2.728364,-0.222851,-4.12455,-0.426875,-0.168898,DDH
2.509692,-0.490481,-4.39463,-0.982117,0.139317,DDH
2.556141,-0.479639,-4.348362,-0.912551,0.094907,DDH
2.418334,-0.368355,-4.449823,-0.874995,0.08007,DDH
2.587126,-0.443788,-4.311513,-0.907416,0.11421,DDH
2.591344,-0.61379,-4.346996,-0.959473,0.08291,DDH
2.725335,-0.39204,-4.166517,-0.477001,-0.20324,DDH
2.540932,-0.429464,-4.35162,-0.961746,0.15692,DDH
2.419751,-0.475714,-4.47459,-1.001351,0.141259,DDH
2.55254,-0.130893,-4.271121,-0.822624,0.174984,DDH
2.555039,-0.394544,-4.328455,-0.792582,0.029188,DDH
2.596361,-0.538613,-4.323829,-0.849748,0.023034,DDH
2.526463,-0.298542,-4.332569,-0.759968,0.037802,DDH
2.546488,-0.455445,-4.351602,-0.899642,0.092415,DDH
2.511466,-0.85041,-4.474662,-0.960336,-0.043396,DDH
2.52052,-0.384566,-4.3588,-0.849382,0.074854,DDH
2.681098,-0.428948,-4.219829,-0.790563,0.04189,DDH
2.535555,-0.11946,-4.283739,-0.786438,0.144684,DDH
2.412858,-0.55169,-4.498562,-1.025044,0.125542,DDH
2.599181,-0.248003,-4.253142,-0.701489,0.027422,DDH
2.497815,-0.003088,-4.291253,-0.720755,0.131656,DDH
2.547574,-0.257014,-4.303107,-0.720614,0.02759,DDH
2.49316,-0.239682,-4.351108,-0.851324,0.136095,DDH
2.519846,-0.463596,-4.37804,-0.89761,0.080557,DDH
2.421785,-0.302473,-4.432924,-0.974774,0.197679,DDH
2.509917,-0.584054,-4.415641,-0.975327,0.09078,DDH
2.677101,-0.210185,-4.17153,-0.621645,-0.006087,DDH
2.486701,-0.669316,-4.458332,-1.11744,0.169853,DDH
2.570648,-0.316796,-4.294696,-0.665618,-0.041966,DDH
2.366381,-0.106351,-4.439646,-0.99061,0.287666,DDH
2.276233,-0.458119,-4.605189,-1.159762,0.252648,DDH
2.522195,-0.253739,-4.326746,-0.793671,0.086515,DDH
2.565864,-0.298823,-4.296975,-0.816781,0.096479,DDH
2.45787,-0.71455,-4.492994,-0.941821,-0.010328,DDH
2.383256,-0.465193,-4.506963,-1.083443,0.208683,DDH
2.516402,-0.073954,-4.291513,-0.820865,0.190787,DDH
2.535432,-0.103843,-4.279979,-0.761911,0.130461,DDH
2.55432,-0.80502,-4.424713,-0.957831,-0.014616,DDH
-0.415769,0.062374,1.143525,0.428224,-0.053071,DDH
-1.796197,0.086011,1.408369,-0.096597,-0.826472,DDH
3.358113,-1.000143,2.109489,-0.378768,-0.286025,DDH
0.139041,0.012846,2.026705,0.053965,-0.520254,DDH
-1.408366,0.140494,0.820709,0.421179,-0.255376,DDH
3.211799,-0.935355,2.368724,-0.617831,-0.546931,DDH
-0.870565,0.111548,1.696738,-0.059499,-0.506822,DDH
-0.710097,0.302305,1.321435,0.535816,-0.420634,DDH
-0.373734,0.192479,1.078847,0.137625,-0.378939,DDH
-0.702266,-0.074424,1.109561,0.365153,-0.591317,DDH
3.251394,-1.21236,2.181944,-0.627222,-0.448438,DDH
-1.067626,0.149739,1.297892,0.265709,-0.614123,DDH
3.251534,-1.243658,2.149818,-0.71672,-0.529083,DDH
-0.669858,0.063858,0.858843,0.013284,-0.331918,DDH
-1.079649,0.230087,1.466631,0.432453,-0.768967,DDH
3.237537,-1.262521,2.193356,-0.610836,-0.409647,DDH
-1.322233,0.335343,0.861238,0.625543,-0.236068,DDH
3.317827,-1.47053,1.950203,-0.634807,-0.35837,DDH
0.708399,-0.243022,1.844048,-0.030583,-0.335722,DDH
-1.480767,0.34011,0.85288,0.161904,-0.332788,DDH
1.521471,-0.312207,2.623107,0.1128,-0.430552,DDH
0.485133,-0.090632,1.922958,0.305134,-0.182212,DDH
3.168459,-1.359565,2.223703,-0.917217,-0.682876,DDH
3.345814,-1.275902,1.994094,-0.52804,-0.328702,DDH
-1.177962,-0.033595,0.869416,0.371209,-0.386196,DDH
3.306102,-0.906962,2.231937,-0.449308,-0.392137,DDH
2.151224,-0.421351,2.080815,0.278424,-0.156823,DDH
-0.723482,0.183465,1.359644,0.175795,-0.330833,DDH
-0.801139,0.204971,1.672591,0.144419,-0.328054,DDH
-0.63188,0.371674,1.746502,0.199094,-0.384235,DDH
3.277882,-1.163496,2.144896,-0.645243,-0.489667,DDH
3.456482,-1.190869,1.832434,-0.425945,-0.267749,DDH
-0.266069,-0.200493,0.4753,0.121661,0.157485,DDH
3.22597,-1.391824,2.161335,-0.632304,-0.378486,DDH
-0.616938,0.153976,1.750179,0.186004,-0.492508,DDH
1.541739,-0.016557,2.611569,0.320676,-0.388371,DDH
-1.042982,0.411984,0.898828,0.261387,-0.179254,DDH
-1.171518,0.161991,1.238765,0.029405,-0.329053,DDH
-0.976837,0.519491,0.669906,0.5575,-0.099336,DDH
-0.275262,-0.341171,0.435353,0.018143,-0.078846,DDH
3.378618,-1.129025,1.994345,-0.492567,-0.354501,DDH
-0.328822,-0.035616,0.752321,0.040232,-0.176413,DDH
3.172062,-1.254454,2.300588,-0.720929,-0.521169,DDH
1.531718,0.115603,2.37283,-0.322755,-1.038205,DDH
1.190297,-0.134062,1.936517,0.412918,-0.061287,DDH
3.364543,-1.72361,1.760287,-0.637021,-0.262797,DDH
3.379865,-1.315833,1.93413,-0.427232,-0.210815,DDH
-0.878158,0.30064,0.608581,0.379962,0.007384,DDH
-1.248735,0.23271,1.137103,0.669697,-0.524217,DDH
3.195152,-1.3179,2.245452,-0.654481,-0.428485,DDH
1.034577,-0.099873,2.52494,0.204819,-0.468538,DDH
0.322636,-0.29632,2.198606,0.050337,-0.396027,DDH
-1.102242,0.292652,1.339865,0.660999,-0.781314,DDH
3.308766,-0.938659,2.221968,-0.415315,-0.344118,DDH
3.233632,-1.55726,2.051654,-0.771464,-0.457311,DDH
-1.888205,-0.103355,2.084666,0.01244,-1.622651,DDH
-1.827323,-0.000566,1.956394,-0.106568,-1.17208,DDH
-0.53762,0.099939,2.018948,-0.128514,-0.60139,DDH
-1.092337,0.050441,1.6945,-0.736119,-1.139887,DDH
-1.226138,0.220542,0.590367,-0.727054,-1.001626,DDH
-1.636804,0.23659,0.611798,-0.983854,-0.984149,DDH
-0.689623,0.164274,1.744225,-0.85847,-1.227701,DDH
3.25006,-1.054439,2.237651,-0.663174,-0.549774,DDH
-0.874355,0.228966,1.213123,0.30133,-0.755148,DDH
-0.173652,0.266967,1.421897,-0.259922,-0.743971,DDH
3.167286,-1.085232,2.359232,-0.793941,-0.665381,DDH
-0.731902,0.514113,0.977256,-0.871871,-1.2525,DDH
1.647776,0.407154,2.39409,-0.029349,-1.014554,DDH
-1.346433,0.066085,0.18995,-0.124087,-0.383706,DDH
-1.166084,0.298478,0.562753,-0.431314,-0.80232,DDH
3.333432,-1.147891,2.016331,-0.7614,-0.622641,DDH
-0.519623,-0.103777,2.088799,-0.315841,-0.67849,DDH
-1.127157,0.274758,0.3668,0.365048,-0.259638,DDH
3.327828,-1.493936,1.918505,-0.648565,-0.364228,DDH
-0.514841,0.150926,-0.511796,0.111002,0.529825,DHA
-0.271049,-0.413883,-0.868998,-0.153621,0.590112,DHA
0.401115,-0.928911,0.10555,0.686323,-0.337722,DHA
0.17698,-0.259463,-0.585673,-0.56619,1.175245,DHA
0.902271,-0.814684,-0.084949,1.048047,-0.640453,DHA
0.321357,-0.160216,-0.398209,0.01223,0.282342,DHA
0.008839,-0.171928,-1.160241,0.544838,0.529537,DHA
-0.275435,-0.152331,-0.473874,0.152675,0.550061,DHA
0.0322,-0.232397,-1.285572,-0.018362,0.900601,DHA
-0.43865,0.039104,-1.102664,0.189193,0.659498,DHA
0.459091,-0.315697,-1.325423,-0.047755,0.577012,DHA
-0.675008,-0.389398,-0.357065,-0.491294,0.393496,DHA
-0.276439,-0.02152,-0.561913,-0.441632,0.434271,DHA
0.158263,-0.1548,-0.819058,0.130309,0.823009,DHA
-0.20167,-0.09093,-0.90878,-0.041379,0.666619,DHA
-0.412011,0.033241,-0.371329,-0.083172,0.354081,DHA
-0.105145,-0.107236,-0.359888,-0.270854,0.500083,DHA
0.33798,0.357346,-0.891868,0.187048,0.443506,DHA
0.631372,-0.442898,-0.982952,0.015773,0.602583,DHA
0.284649,0.062039,-0.763756,-0.028957,0.214227,DHA
0.763948,-0.784991,0.262442,1.077364,-0.830865,DHA
-0.413399,-0.196592,-0.482037,0.227574,0.248169,DHA
-0.30537,0.099611,-0.357399,-0.136794,0.365271,DHA
0.646255,-0.93546,-0.466941,1.341844,-0.664651,DHA
-0.172604,-0.430614,0.208441,0.464267,-0.700248,DHA
0.974264,-1.122128,-0.071799,1.311001,-0.621476,DHA
1.056901,-0.399262,-0.495399,0.92802,-0.186517,DHA
-0.177007,-0.016918,-0.691343,-0.393694,0.439312,DHA
0.786368,-0.630938,-0.180912,1.114477,-0.109326,DHA
1.37271,-0.665938,0.263873,0.592191,-0.751444,DHA
0.777778,-0.540516,0.088765,0.820699,-0.583481,DHA
-0.137887,-0.03555,-0.915311,-0.076414,0.774806,DHA
0.968205,-1.230873,0.530518,1.030999,-1.118339,DHA
0.045475,0.134457,-0.19446,-0.190699,0.251609,DHA
1.024825,-0.86438,0.000171,1.008382,-0.772504,DHA
0.71381,-0.736349,0.368061,0.341536,-0.649783,DHA
0.964679,-0.357408,0.204387,0.372687,-0.509196,DHA
1.175172,-0.905428,0.034866,0.968051,-0.262055,DHA
0.116291,0.177094,-0.851473,0.337468,0.562974,DHA
1.02988,-0.82066,-0.038938,1.200095,-0.564302,DHA
0.664141,-0.537322,0.085576,0.451297,-0.511197,DHA
0.78044,-0.596113,-0.182225,1.142383,-0.313502,DHA
0.45709,-0.470773,0.194533,0.427586,-0.42068,DHA
0.987176,-0.534813,0.414839,0.7237,-0.727198,DHA
-0.120229,-0.288688,-0.472312,0.651116,-0.243786,DHA
0.643775,-0.50812,0.556871,-0.195302,-0.425981,DHA
0.487344,-0.426811,0.103442,0.704311,-0.291787,DHA
0.580465,-1.456258,0.017442,0.026698,-0.703578,DHA
0.546263,-0.666155,-0.049002,0.975107,-0.652231,DHA
0.443654,-0.64155,0.366207,0.576402,-0.54481,DHA
-0.228326,-0.872704,-0.149606,1.00774,-0.572575,DHA
0.7727,-0.428502,-0.337384,1.108132,-0.442309,DHA
1.034593,-1.36697,0.542734,0.972982,-0.89551,DHA
-0.080415,-0.965283,0.247013,0.564791,-0.734838,DHA
-0.406345,-0.484822,-0.170666,0.808069,-0.538332,DHA
0.123349,-0.325572,-1.217372,0.662007,0.392759,DHA
0.269356,0.076789,-0.96349,0.37283,-0.038647,DHA
1.019733,-1.263317,0.014172,1.299627,-1.12448,DHA
0.144016,-0.6786,-0.275801,0.868789,-0.363142,DHA
1.558256,-1.279488,0.284368,1.06848,-1.175736,DHA
0.399111,-0.887295,0.442814,0.460447,-0.793273,DHA
1.161937,-1.172192,0.566042,1.002434,-1.200832,DHA
0.57992,-1.138114,0.142315,0.919056,-0.775474,DHA
0.697029,-1.113494,0.58878,0.573121,-1.178844,DHA
0.130745,-0.037391,0.567407,0.572987,-0.595713,DHA
1.342567,-0.667291,0.006598,0.972382,-0.919421,DHA
0.629062,-1.136393,-0.16712,1.103246,-0.948876,DHA
-0.431115,-0.196747,-0.911112,0.370476,0.221847,DHA
1.27115,-0.162871,-0.955519,1.088304,-0.422266,DHA
0.812483,-0.700892,-0.496017,1.102419,-0.307648,DHA
0.391439,-0.294406,-0.868002,0.288692,-0.118712,DHA
-0.169738,-0.572776,-0.584875,0.777181,-0.248802,DHA
0.42134,-0.541762,-0.543821,1.072141,-0.735218,DHA
0.292478,-0.346418,-0.583597,0.05222,0.224939,DHA
0.05429,0.219486,-1.04278,-0.012834,0.259974,DHA
0.324222,-0.143838,-1.389657,0.148727,0.743375,DHA
-0.265355,-0.305166,-1.134377,0.100882,0.326849,DHA
-0.819629,-0.277742,-0.40155,0.000745,0.487148,DHA
-0.37245,-0.110642,-1.347885,0.038205,0.47099,DHA
-0.03345,-0.016734,-0.816938,-0.961527,1.00455,DHA
0.477648,-0.360693,-0.713112,0.704828,-0.551404,DHA
0.239128,0.031239,-0.84629,-0.691874,0.777933,DHA
0.305914,-0.515473,-0.698747,1.015138,-0.442271,DHA
0.701742,-0.761759,-0.195097,1.016981,-0.654634,DHA
-0.114726,0.02545,-1.09186,0.265139,-0.000796,DHA
-0.093383,-0.197555,-0.715771,-0.178808,0.044255,DHA
0.591276,-1.265611,-0.014205,1.172921,-0.841379,DHA
1.011832,-0.997094,0.25575,1.239052,-1.121627,DHA
0.921267,-1.305832,0.336514,1.298008,-0.710719,DHA
0.22577,-1.216711,-0.040309,1.023942,-0.965843,DHA
-0.643294,0.015377,-0.930062,0.109311,0.360763,DHA
0.548577,-0.917323,-0.241218,1.455901,-0.956572,DHA
0.29952,-0.690058,-0.001317,0.776847,-0.623344,DHA
0.880253,-1.036129,-0.294881,1.308277,-0.992557,DHA
0.3717,-0.785897,0.010988,0.757758,-0.729733,DHA
-0.26235,-0.525109,-0.354905,0.630407,-0.72114,DHA
0.311834,-0.183456,-0.533465,0.508651,-0.599906,DHA
0.790336,-0.913687,0.04303,1.145936,-0.728835,DHA
0.193859,-1.045669,0.125443,0.929807,-0.722343,DHA
0.241104,-0.773825,0.060144,0.781422,-0.992432,DHA
-0.237113,-1.665807,-0.55524,-0.148739,-0.618841,DHA
0.185643,-0.660146,-0.201328,0.753383,-0.497304,DHA
-0.175839,-0.976747,-0.288644,1.035546,-0.379304,DHA
0.739075,-0.832223,-0.25444,1.077864,-0.567423,DHA
0.209989,-0.52947,-0.201674,0.999589,-0.113956,DHA
1.248371,-1.115598,0.115613,1.164052,-0.71022,DHA
0.445759,-0.645711,-0.073726,1.139386,-0.393521,DHA
0.617173,-0.933023,-0.009976,0.84862,-0.408324,DHA
0.067626,-0.577946,-0.187531,0.90685,-0.452031,DHA
0.626819,-1.173858,0.043978,1.371228,-0.503576,DHA
0.688905,-0.393016,0.010305,0.77051,-0.55478,DHA
0.891302,-0.550958,-0.428551,1.079084,-0.40534,DHA
0.471534,-0.206604,-1.294344,0.226513,0.757973,DHA
0.270052,-0.30842,-0.851513,-0.003778,0.669753,DHA
0.116329,-0.03514,-1.014932,0.312403,0.371333,DHA
0.441092,0.058601,-1.125979,0.200087,0.140436,DHA
-0.796771,-0.432614,-0.680659,0.088811,0.506625,DHA
0.191535,0.145128,-1.025391,-0.198533,0.575887,DHA
0.611172,-0.426618,-0.578567,0.899761,-0.140492,DHA
0.594548,-0.527075,-0.241806,0.80968,-0.307961,DHA
-0.015526,0.280274,-1.193987,-0.144835,0.398555,DHA
-0.094727,0.332779,-1.178925,0.190878,0.540801,DHA
-0.09925,-0.121591,-0.996377,-0.324721,0.492925,DHA
-0.352951,0.095536,-0.852669,-0.145987,0.426359,DHA
0.653998,-0.634375,-0.445567,0.832691,-0.575589,DHA
0.929255,-0.964129,-0.198734,0.992603,-0.577461,DHA
0.072668,-0.436073,-1.339531,-0.5638,-0.305508,DHA
0.066887,-0.194778,-1.088566,-0.277027,0.194931,DHA
0.470546,-0.715276,-0.170002,0.203374,0.447943,DHA
0.075046,-0.496809,-0.700752,-0.036716,-0.156178,DHA
-0.209742,-0.392656,-0.09158,-0.094778,-0.15818,DHA
0.089041,-0.281089,-0.402591,-0.017419,-0.007355,DHA
0.820401,-0.412977,-0.581627,0.566584,-0.033848,DHA
0.269627,-0.250458,-0.730588,-0.223591,-0.092409,DHA
0.239771,-0.409744,-0.482972,-0.269956,-0.18993,DHA
0.530706,-0.415293,-0.408579,0.52376,-0.192346,DHA
0.106214,-0.252816,-0.689531,-0.099493,0.073844,DHA
-0.514918,-0.47517,-0.943914,-0.442562,-0.312128,DHA
0.323441,-0.169754,-0.565532,-0.108349,0.189143,DHA
-0.025029,-1.634154,-0.705513,0.232263,0.186164,DHA
0.077115,-0.429214,-0.29896,-0.223501,-0.08048,DHA
-0.598974,-0.230562,-0.623303,-0.301323,0.277574,DHA
-0.278863,-0.582238,-0.27462,-0.395,-0.094576,DHA
-0.43715,-0.234861,-1.051706,-0.279722,0.156984,DHA
-0.393917,-0.647953,-0.084096,-0.389552,-0.083496,DHA
-0.817478,-0.428541,-0.534273,-0.315758,0.169724,DHA
0.872288,-0.061182,-1.880251,-0.158813,-0.03287,DHA
0.697937,-0.313661,-0.924532,-0.283449,-0.221885,DHA
0.275846,-0.390403,-0.809554,-0.439508,-0.234524,DHA
0.777754,-0.300308,-1.564327,-0.27923,-0.039557,DHA
0.3242,-0.220815,-1.3261,0.176151,-0.116656,DHA
0.159004,-1.180065,-1.166464,0.062544,-0.167587,DHA
0.317099,-0.263995,-0.772119,0.596049,-0.015608,DHA
0.132335,-0.239436,-0.477051,0.494112,-0.13347,DHA
0.713932,-0.677585,-0.681922,-0.043314,-0.128396,DHA
0.266044,-0.292866,-0.733714,0.129635,0.052905,DHA
0.677607,-0.260157,-0.89088,0.085202,0.038324,DHA
0.515634,-0.534433,-0.119004,-0.284996,0.187761,DHA
1.252785,-0.210377,-0.720872,0.295281,0.196947,DHA
0.740235,-0.392137,-0.650994,0.890718,-0.087507,DHA
1.089644,-0.238566,-0.967201,-0.051378,0.117994,DHA
0.740083,-0.200778,-0.708041,0.115023,0.162631,DHA
0.154396,-0.33254,-0.514493,0.866001,-0.035165,DHA
0.428442,-0.314638,-0.819931,-0.0116,-0.147581,DHA
0.745987,-0.646831,-0.454756,0.862582,-0.326541,DHA
0.498409,-0.19103,-0.701548,-0.0909,-0.17364,DHA
-0.511064,-0.695811,-0.98789,-0.322662,0.341694,DHA
0.31342,-0.244229,-1.497698,0.053378,-0.372795,DHA
-0.068025,-0.375732,-0.629287,-0.1094,-0.371569,DHA
0.214151,-0.216688,-0.424248,-0.185482,-0.369459,DHA
0.849681,-0.166287,-0.9006,-0.206089,-0.428155,DHA
0.851318,-0.227937,-1.216241,0.053625,-0.17266,DHA
0.500851,-0.372506,-0.330412,-0.198311,0.396271,DHA
-0.058705,-0.389976,-0.74409,-0.143056,-0.183853,DHA
0.198919,-1.03141,-0.408383,-0.038732,-0.107268,DHA
-0.983287,-0.224984,-0.65547,-0.458721,-0.269816,DHA
0.736486,-0.222145,-0.491418,-0.365089,-0.317832,DHA
-0.253082,-0.144231,-0.333125,-0.561278,-0.423176,DHA
0.462204,-0.273163,-0.776252,0.118156,0.102364,DHA
0.01307,-0.220416,-0.577857,-0.189712,-0.077557,DHA
0.118383,-0.565176,0.07301,-0.279907,-0.129225,DHA
0.087893,-0.395599,-0.830165,-0.336971,-0.086317,DHA
-0.162243,-0.421017,-0.153462,-0.292191,-0.253098,DHA
0.028534,-0.275013,-0.458452,-0.288522,-0.178415,DHA
1.130455,-0.173628,-1.050583,0.007307,0.003411,DHA
0.655911,-0.766882,-0.302513,-0.032006,-0.075509,DHA
1.143746,-0.433663,-0.099758,-0.015444,-0.103191,DHA
0.683765,-0.363507,-0.170041,0.122046,0.000123,DHA
0.611848,-0.251941,-0.446176,-0.026658,-0.049304,DHA
0.52094,-0.56249,0.082275,-0.089701,0.014681,DHA
-0.175257,-0.408716,-0.552545,-0.145522,0.119554,DHA
1.235563,-0.418407,-0.029247,0.360193,-0.340529,DHA
1.971829,-0.735318,0.087482,0.884089,-0.26419,DHA
0.518041,-0.654192,0.135673,-0.117898,0.037834,DHA
3.877058,-1.024649,1.174634,0.04,0.108751,DHA
0.883396,-0.386715,-0.219101,0.041948,-0.021803,DHA
0.181875,-0.597043,-0.453064,0.611023,-0.128127,DHA
1.021539,-0.539898,-0.135477,0.680163,-0.464582,DHA
1.129303,-0.466703,-0.123979,0.674678,-0.022792,DHA
1.2504,-0.920895,0.785742,0.414903,-0.22849,DHA
0.613642,-1.08399,0.715679,-0.669348,-0.200571,DRA
1.432486,-0.803887,1.538372,0.024047,0.128546,DRA
2.115436,-0.362506,0.493464,0.500711,0.40773,DRA
3.494474,-0.889906,1.912306,-0.25344,-0.213624,DRA
2.436639,-0.664966,2.02887,0.252735,0.039717,DRA
1.964769,-0.701035,1.917654,0.357742,0.171272,DRA
1.335007,-0.721636,0.427608,-0.022124,0.177738,DRA
1.589117,-0.968706,1.463346,-0.053848,0.112715,DRA
2.265478,-0.513266,0.546611,0.395776,0.446175,DRA
2.220955,-0.802914,1.964423,-0.005298,-0.056049,DRA
1.533532,-0.739268,0.169178,0.079557,0.475905,DRA
2.145647,-0.481874,0.27431,0.520097,0.570925,DRA
3.447216,-1.359496,1.809634,-0.316364,-0.08425,DRA
3.345676,-1.237404,2.055481,-0.318581,-0.1259,DRA
1.33321,-0.67659,0.422841,-0.024921,0.231619,DRA
1.44987,-0.205819,0.12961,0.264499,0.754014,DRA
1.951376,-0.467043,1.27384,-0.130151,-0.132454,DRA
2.367914,-0.425694,1.16586,0.34928,0.05999,DRA
1.987515,-0.636177,0.79224,0.029101,0.136542,DRA
1.348908,-0.672625,1.345814,-0.011968,0.092642,DRA
1.149615,-0.372821,-0.21536,-0.017016,0.208223,DRA
1.304547,-0.48125,1.046801,-0.052459,-0.055618,DRA
1.074933,-0.654854,0.655961,-0.115795,0.055007,DRA
1.447653,-0.766329,1.764326,0.052066,0.124391,DRA
0.753984,-0.693165,0.867165,-0.219284,0.067705,DRA
1.116273,-0.553971,1.058873,0.067336,0.056703,DRA
1.907695,-0.779501,0.896744,-0.011434,0.058538,DRA
0.999263,-0.258201,0.16402,0.13874,0.142501,DRA
1.284263,-0.768052,1.461668,0.013898,0.147293,DRA
0.93941,-0.42694,-0.126094,-0.509561,0.353747,DRA
3.3785,-1.093441,2.076464,-0.183922,-0.047106,DRA
1.410635,-0.938436,1.414869,-0.331789,-0.216796,DRA
2.387956,-1.019362,1.979885,0.06137,-0.025251,DRA
0.371327,-0.716254,-0.094689,-0.266597,0.025424,DRA
3.462993,-1.27283,1.807231,-0.33879,-0.14432,DRA
1.089508,-1.008934,1.167735,-0.33731,-0.137267,DRA
2.308509,-0.899662,2.145267,0.072485,-0.041561,DRA
1.734931,-0.728209,1.080524,0.029627,0.041149,DRA
2.129487,-0.864836,2.072906,0.088829,0.049748,DRA
1.448848,-0.48984,1.216146,-0.11179,-0.068288,DRA
2.261352,-0.61514,2.145197,0.418845,0.139713,DRA
2.001916,-0.399924,0.697399,0.23515,0.113777,DRA
2.340064,-0.638341,1.969898,0.233218,-0.044788,DRA
3.377965,-1.171997,2.010353,-0.350627,-0.189034,DRA
3.40283,-1.093621,2.019289,-0.226437,-0.093787,DRA
3.369719,-1.340845,1.969696,-0.31249,-0.080036,DRA
1.72062,-0.30929,0.696886,0.188233,0.056786,DRA
1.338286,-0.794633,1.240289,-0.279829,-0.149396,DRA
2.084114,-0.816573,1.750839,0.101805,0.168306,DRA
1.833998,-0.613823,0.609116,0.030933,0.188402,DRA
3.429941,-1.315786,1.841349,-0.402693,-0.190245,DRA
3.401446,-1.248585,1.954318,-0.261775,-0.067705,DRA
3.362518,-1.481705,1.914328,-0.380696,-0.093358,DRA
1.623182,-0.759029,1.497738,-0.041308,-0.025524,DRA
1.62035,-0.522843,1.053852,-0.172389,-0.185478,DRA
1.298346,-0.376619,0.424576,0.103329,0.119749,DRA
1.921901,-0.448853,1.757255,0.199689,-0.067808,DRA
1.530078,-0.372604,0.424651,0.464498,0.456749,DRA
3.365685,-1.370606,1.949619,-0.387175,-0.145443,DRA
2.039771,-0.371043,0.46457,0.548332,0.541788,DRA
3.276838,-0.221124,0.942391,0.687693,0.333438,DRA
3.939538,-0.750993,1.207143,0.263321,0.224479,DRA
3.635656,-0.585751,1.608033,-0.909822,-1.035305,DRA
1.480583,-0.430757,0.028445,0.427978,0.631517,DRA
1.529656,-0.547526,1.75129,0.323599,0.261966,DRA
3.413438,-1.401408,1.86367,-0.298325,-0.04509,DRA
1.803424,-0.346099,0.24595,0.388468,0.478928,DRA
1.621758,-0.644203,1.523066,0.081565,0.126034,DRA
0.387149,-0.299406,-0.226692,0.320477,0.563458,DRA
1.904724,-0.630238,2.041611,0.473424,0.271014,DRA
1.019137,-0.466041,0.344325,0.030011,0.237099,DRA
1.745906,-0.605354,1.552317,-0.039691,-0.016072,DRA
1.508893,-0.585094,0.956427,-0.019472,0.114961,DRA
0.643079,-0.621142,0.882091,0.004432,0.221835,DRA
0.777807,-0.840105,1.24021,-0.028185,0.174046,DRA
0.635099,-0.517206,-0.091992,-0.227567,0.464114,DRA
1.738931,-0.487898,0.243471,0.35989,0.520631,DRA
0.939411,-0.543574,-0.080525,-0.119067,0.559449,DRA
1.027735,-0.61529,0.362246,-0.07976,0.308745,DRA
1.224205,-0.547734,0.150183,-0.25042,0.334907,DRA
0.669711,-0.69289,1.039961,0.099637,0.315111,DRA
2.128869,-0.879882,0.728627,0.068489,0.241401,DRA
1.040369,-0.553635,-0.067743,-0.263466,0.115997,DRA
1.07977,-0.146545,-0.035009,-0.002491,0.299366,DRA
0.452093,-0.541477,0.914368,-0.249724,0.217883,DRA
0.980608,-0.499254,0.856187,-0.029007,0.083004,DRA
1.167905,-0.547437,0.486712,0.155219,0.309699,DRA
0.831284,-0.576455,0.417607,-0.080775,0.052937,DRA
2.025259,-0.520477,0.934487,0.402188,0.305354,DRA
3.465076,-1.389359,1.745669,-0.395156,-0.156082,DRA
2.935529,-0.554235,1.133672,0.631465,0.352598,DRA
1.976246,-0.575632,0.796212,0.266052,0.226141,DRA
2.494525,-0.59412,1.161864,0.538977,0.311982,DRA
2.532344,-0.530124,1.454563,0.380374,0.218558,DRA
2.051029,-0.386643,0.510154,0.49206,0.415867,DRA
1.87679,-0.221439,0.09854,0.326721,0.268334,DRA
1.963026,-0.621959,0.376957,0.377939,0.4973,DRA
2.152064,-0.248143,0.316669,0.508095,0.376377,DRA
2.18778,-0.38373,0.182828,0.197739,0.177443,DRA
2.347757,-0.620925,0.949471,0.290562,0.284588,DRA
1.81806,-0.575227,0.525841,0.241605,0.370984,DRA
1.647939,-0.579734,1.300302,-0.222455,-0.144311,DRA
1.723659,-0.601362,0.319269,0.344282,0.431787,DRA
1.717371,-0.62123,1.268123,0.091196,0.136299,DRA
2.105502,-0.482739,0.440463,0.401592,0.459234,DRA
1.801265,-0.426339,0.317681,0.189406,0.384189,DRA
1.034673,-0.182671,0.012389,0.118208,0.660101,DRA
2.52062,-0.713386,2.103266,0.153875,0.008225,DRA
2.264731,-0.36741,0.35188,0.454166,0.486492,DRA
0.90536,-0.524237,0.10448,-0.113558,0.465651,DRA
